TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,LoginAttempts,AccountBalance,PreviousTransactionDate
TX000021,AC00002,59.32,2/28/2023 16:36,Debit,Los Angeles,Branch,71,Retired,1,5750.89,11/4/2024 8:09
TX000022,AC00014,85.77,8/11/2023 18:31,Debit,Las Vegas,Branch,38,Doctor,1,9146.19,11/4/2024 8:08
TX000023,AC00095,52.2,6/6/2023 18:54,Debit,Atlanta,Online,39,Engineer,1,8974.93,11/4/2024 8:07
TX000024,AC00453,345.84,5/2/2023 18:25,Debit,Fort Worth,Online,22,Student,3,1402.5,11/4/2024 8:07
TX000025,AC00241,145.54,3/2/2023 16:43,Debit,Raleigh,Online,21,Student,1,1930.96,11/4/2024 8:07
TX000026,AC00041,7.49,10/20/2023 17:53,Credit,Houston,Online,65,Retired,1,3634.67,11/4/2024 8:09
TX000027,AC00441,246.93,4/17/2023 16:37,Debit,Miami,ATM,23,Student,5,673.35,11/4/2024 8:11
TX000028,AC00057,40.32,3/29/2023 16:42,Debit,Milwaukee,Branch,37,Engineer,1,2686.52,11/4/2024 8:11
TX000029,AC00390,127.45,1/24/2023 16:18,Debit,Las Vegas,Online,44,Doctor,1,1772.06,11/4/2024 8:11
TX000030,AC00313,56.17,9/20/2023 16:55,Debit,Detroit,Branch,27,Student,1,1351.69,11/4/2024 8:08
TX000031,AC00367,28.31,7/17/2023 17:49,Credit,Miami,Online,59,Doctor,1,8334.47,11/4/2024 8:09
TX000032,AC00291,59.12,2/6/2023 16:24,Debit,Baltimore,ATM,29,Doctor,1,9823.64,11/4/2024 8:06
TX000033,AC00060,396.45,9/25/2023 16:26,Debit,New York,ATM,49,Engineer,3,9690.15,11/4/2024 8:11
TX000034,AC00359,877.81,3/13/2023 17:23,Debit,Los Angeles,Online,22,Student,1,399,11/4/2024 8:07
TX000035,AC00365,255.26,10/27/2023 16:42,Credit,San Francisco,Branch,45,Doctor,1,14815.87,11/4/2024 8:10
TX000036,AC00267,124.76,10/16/2023 16:32,Debit,Seattle,Branch,49,Engineer,1,5764.72,11/4/2024 8:06
TX000037,AC00404,78.13,11/21/2023 16:58,Debit,Milwaukee,Branch,26,Student,1,900.61,11/4/2024 8:12
TX000038,AC00202,649.28,3/2/2023 17:53,Debit,San Jose,ATM,75,Retired,1,4875.86,11/4/2024 8:11
TX000039,AC00478,795.31,10/12/2023 17:07,Debit,Mesa,ATM,66,Doctor,2,7914.88,11/4/2024 8:11
TX000040,AC00405,335.63,1/24/2023 17:17,Debit,Oklahoma City,Online,55,Retired,1,1019.39,11/4/2024 8:07
TX000041,AC00421,328.47,7/31/2023 18:39,Debit,San Antonio,ATM,63,Retired,1,4323.66,11/4/2024 8:07
TX000042,AC00480,34.02,1/9/2023 16:13,Debit,Philadelphia,Online,38,Doctor,1,14214.48,11/4/2024 8:11
TX000043,AC00120,241.42,4/20/2023 18:57,Credit,Charlotte,Online,57,Doctor,1,13357.02,11/4/2024 8:09
TX000044,AC00117,55.32,4/12/2023 16:03,Debit,Tucson,ATM,19,Student,1,241.79,11/4/2024 8:08
TX000045,AC00011,304.31,7/26/2023 16:52,Debit,Louisville,Branch,27,Student,1,868.61,11/4/2024 8:09
TX000046,AC00401,435.27,10/4/2023 17:49,Debit,Chicago,Branch,74,Retired,1,4673.28,11/4/2024 8:11
TX000047,AC00282,164.49,12/13/2023 16:01,Debit,Baltimore,Branch,26,Student,1,1509.27,11/4/2024 8:10
TX000048,AC00439,510.24,10/9/2023 16:29,Debit,Oklahoma City,Online,19,Student,1,781.7,11/4/2024 8:11
TX000049,AC00296,626.9,11/27/2023 16:45,Debit,Denver,Online,26,Student,1,265.51,11/4/2024 8:07
TX000050,AC00471,22.01,3/27/2023 16:45,Credit,Sacramento,Online,41,Engineer,1,1335.09,11/4/2024 8:06
TX000051,AC00159,425.34,2/13/2023 16:59,Credit,Kansas City,Online,69,Retired,1,3907.54,11/4/2024 8:07
TX000052,AC00482,424.56,2/21/2023 17:45,Debit,Omaha,Online,51,Engineer,1,5183.85,11/4/2024 8:09
TX000053,AC00115,85.43,6/7/2023 16:45,Debit,Virginia Beach,Branch,67,Doctor,1,14904.9,11/4/2024 8:06
TX000054,AC00055,169.5,9/7/2023 16:51,Debit,San Diego,Branch,28,Student,1,918.88,11/4/2024 8:08
TX000055,AC00419,104.63,3/29/2023 17:47,Debit,Omaha,ATM,62,Retired,1,4477.78,11/4/2024 8:10
TX000056,AC00374,316.95,8/4/2023 17:53,Debit,Mesa,Branch,25,Student,1,1324.03,11/4/2024 8:09
TX000057,AC00271,60.54,12/14/2023 17:52,Credit,Columbus,Branch,57,Retired,1,3534.93,11/4/2024 8:09
TX000058,AC00456,292.56,3/3/2023 17:37,Credit,Dallas,Branch,68,Retired,1,4638.37,11/4/2024 8:07
TX000059,AC00143,386.52,6/9/2023 16:18,Debit,Indianapolis,Branch,48,Engineer,1,5630.61,11/4/2024 8:07
TX000060,AC00427,112.07,10/2/2023 16:35,Debit,Kansas City,Branch,23,Student,1,930.3,11/4/2024 8:11
TX000061,AC00438,568.52,10/6/2023 18:44,Debit,Indianapolis,ATM,46,Engineer,1,5499.91,11/4/2024 8:06
TX000062,AC00002,263.99,5/16/2023 16:07,Debit,Dallas,Branch,79,Retired,2,4175.02,11/4/2024 8:11
TX000063,AC00425,349.64,11/7/2023 16:48,Debit,Las Vegas,Online,48,Engineer,1,6651.62,11/4/2024 8:08
TX000064,AC00325,601.4,5/30/2023 17:43,Credit,Philadelphia,Branch,56,Engineer,1,8458.29,11/4/2024 8:08
TX000065,AC00434,5.77,11/2/2023 16:01,Debit,Charlotte,Online,50,Doctor,1,13988.12,11/4/2024 8:11
TX000066,AC00242,201.33,3/29/2023 17:00,Credit,Nashville,Branch,42,Engineer,1,2585.07,11/4/2024 8:11
TX000067,AC00319,298.42,4/25/2023 16:11,Debit,Indianapolis,Branch,56,Retired,1,3014.75,11/4/2024 8:10
TX000068,AC00460,521.06,4/18/2023 18:40,Debit,Albuquerque,Branch,25,Student,1,1951.42,11/4/2024 8:12
TX000069,AC00461,117.28,2/9/2023 16:34,Credit,Austin,Online,60,Engineer,1,3665.77,11/4/2024 8:07
TX000070,AC00395,189.12,11/13/2023 16:42,Credit,Indianapolis,Branch,32,Engineer,1,977.01,11/4/2024 8:08
TX000071,AC00217,133.55,7/18/2023 16:12,Debit,Atlanta,ATM,44,Engineer,1,3846.28,11/4/2024 8:10
TX000072,AC00053,143.21,1/13/2023 17:00,Debit,Dallas,Online,35,Engineer,1,6374.82,11/4/2024 8:09
TX000073,AC00282,24.77,7/4/2023 18:20,Debit,Boston,ATM,62,Retired,1,5866.01,11/4/2024 8:12
TX000074,AC00110,233.92,10/20/2023 16:54,Credit,Jacksonville,Online,26,Student,1,6537.62,11/4/2024 8:08
TX000075,AC00265,1212.51,10/4/2023 16:36,Debit,Indianapolis,Branch,20,Student,1,605.95,11/4/2024 8:06
TX000076,AC00239,232.12,12/28/2023 17:31,Debit,Omaha,ATM,37,Engineer,1,6689.87,11/4/2024 8:09
TX000077,AC00007,162.63,6/12/2023 17:53,Debit,Kansas City,Online,22,Student,1,634.17,11/4/2024 8:08
TX000078,AC00022,91.53,3/13/2023 16:32,Debit,Milwaukee,Branch,44,Doctor,1,14676.05,11/4/2024 8:11
TX000079,AC00464,120.29,12/18/2023 18:46,Debit,Miami,Branch,19,Student,1,1362.39,11/4/2024 8:06
TX000080,AC00014,174.25,7/17/2023 18:54,Debit,Seattle,Online,50,Doctor,1,10528.34,11/4/2024 8:10
TX000081,AC00406,183.71,6/19/2023 18:22,Debit,Denver,ATM,38,Engineer,1,552.52,11/4/2024 8:09
TX000082,AC00445,345.39,10/23/2023 17:13,Credit,Phoenix,Online,58,Engineer,1,6451.96,11/4/2024 8:08
TX000083,AC00236,922.55,1/23/2023 16:32,Debit,Detroit,ATM,63,Retired,1,4715.84,11/4/2024 8:11
TX000084,AC00220,259.91,11/6/2023 16:34,Debit,Denver,Online,49,Doctor,1,7176.86,11/4/2024 8:09
TX000085,AC00140,154.71,7/3/2023 16:40,Debit,San Diego,Online,34,Doctor,1,1523.72,11/4/2024 8:09
TX000086,AC00098,1340.19,9/29/2023 17:22,Credit,Austin,Online,54,Engineer,1,8654.28,11/4/2024 8:06
TX000087,AC00303,24.56,10/20/2023 17:27,Debit,Mesa,Branch,64,Doctor,1,9869.93,11/4/2024 8:12
TX000088,AC00373,568.07,8/28/2023 17:03,Debit,Washington,ATM,48,Doctor,1,10556.81,11/4/2024 8:07
TX000089,AC00438,9.61,6/22/2023 18:37,Credit,San Diego,Online,58,Doctor,1,12883.91,11/4/2024 8:09
TX000090,AC00437,392.96,11/20/2023 16:28,Debit,Kansas City,Online,24,Student,1,791.65,11/4/2024 8:08
TX000091,AC00106,716.93,9/14/2023 16:49,Credit,Milwaukee,Online,60,Retired,1,4064.02,11/4/2024 8:08
TX000092,AC00310,223.85,10/2/2023 16:36,Debit,Kansas City,ATM,53,Engineer,4,2929.91,11/4/2024 8:08
TX000093,AC00149,230.66,3/27/2023 18:16,Debit,Houston,Branch,21,Student,1,618.05,11/4/2024 8:10
TX000094,AC00373,442.12,12/21/2023 16:37,Debit,Los Angeles,Online,19,Student,1,1375.8,11/4/2024 8:08
TX000095,AC00425,644.17,3/2/2023 16:05,Debit,San Antonio,ATM,29,Engineer,1,1143.52,11/4/2024 8:08
TX000096,AC00010,508.68,6/26/2023 16:16,Credit,Mesa,Branch,51,Engineer,1,7708.41,11/4/2024 8:09
TX000097,AC00348,858.63,4/18/2023 17:27,Credit,San Francisco,Branch,27,Student,1,1872.96,11/4/2024 8:10
TX000098,AC00011,25.36,7/17/2023 17:08,Debit,Louisville,ATM,57,Engineer,1,201.04,11/4/2024 8:11
TX000099,AC00453,147.62,9/1/2023 17:26,Debit,Charlotte,Branch,71,Retired,1,2115.8,11/4/2024 8:07
TX000100,AC00178,115.02,9/11/2023 16:19,Debit,San Antonio,Branch,37,Doctor,1,7643.66,11/4/2024 8:08
TX000101,AC00265,383.37,1/24/2023 17:23,Debit,Fort Worth,Branch,30,Engineer,1,8901.93,11/4/2024 8:11
TX000102,AC00018,98.54,8/11/2023 16:18,Credit,El Paso,Online,20,Student,1,9383.43,11/4/2024 8:10
TX000103,AC00075,83.24,10/16/2023 18:35,Credit,Fort Worth,Branch,55,Doctor,1,1181.31,11/4/2024 8:10
TX000104,AC00464,196.16,2/24/2023 16:29,Debit,Virginia Beach,Branch,27,Engineer,1,9418.86,11/4/2024 8:08
TX000105,AC00170,129.94,1/2/2023 16:36,Debit,Las Vegas,ATM,32,Engineer,1,7954.92,11/4/2024 8:06
TX000106,AC00235,306.9,11/30/2023 16:31,Debit,Colorado Springs,Online,46,Engineer,1,9418.08,11/4/2024 8:10
TX000107,AC00013,114.98,11/1/2023 16:52,Debit,Seattle,Online,59,Retired,1,6144.68,11/4/2024 8:09
TX000108,AC00397,756.59,3/6/2023 16:47,Debit,Sacramento,Branch,27,Student,1,420.65,11/4/2024 8:11
TX000109,AC00423,503.76,11/27/2023 18:32,Debit,Los Angeles,Online,22,Student,1,447.82,11/4/2024 8:09
TX000110,AC00154,143.03,7/31/2023 16:37,Debit,San Antonio,ATM,63,Retired,1,7981.45,11/4/2024 8:10
TX000111,AC00068,1045.22,11/22/2023 16:13,Debit,Columbus,ATM,53,Retired,1,1829.9,11/4/2024 8:07
TX000112,AC00318,245.54,3/21/2023 16:29,Debit,New York,ATM,25,Student,1,985.06,11/4/2024 8:10
TX000113,AC00396,254.37,4/20/2023 18:26,Credit,Dallas,Online,51,Engineer,1,8849.26,11/4/2024 8:06
TX000114,AC00121,213.76,3/1/2023 17:52,Credit,Dallas,ATM,78,Retired,1,3528.72,11/4/2024 8:09
TX000115,AC00336,327.86,2/10/2023 16:52,Debit,Fresno,Online,40,Engineer,1,480.16,11/4/2024 8:06
TX000116,AC00468,2.5,7/21/2023 16:43,Debit,San Diego,Online,47,Doctor,1,12145.27,11/4/2024 8:09
TX000117,AC00282,300.08,10/9/2023 17:02,Credit,Austin,Online,68,Doctor,1,13546.75,11/4/2024 8:12
TX000118,AC00498,56.98,1/1/2024 16:34,Credit,Oklahoma City,ATM,43,Engineer,2,5688.37,11/4/2024 8:07
TX000119,AC00085,407.65,7/7/2023 16:11,Debit,Boston,Online,26,Engineer,1,8346.64,11/4/2024 8:06
TX000120,AC00092,115.83,5/22/2023 17:09,Debit,Fresno,Branch,39,Engineer,1,6481.04,11/4/2024 8:10
TX000121,AC00295,53.57,8/16/2023 16:17,Debit,Houston,ATM,69,Retired,1,1651.33,11/4/2024 8:08
TX000122,AC00358,63.34,11/17/2023 16:02,Credit,Detroit,Online,46,Doctor,1,11174.94,11/4/2024 8:10
TX000123,AC00311,317.87,5/22/2023 17:29,Debit,Detroit,Online,27,Student,1,145.5,11/4/2024 8:11
TX000124,AC00066,331.65,8/25/2023 17:26,Debit,Portland,Online,41,Engineer,1,4172.57,11/4/2024 8:11
TX000125,AC00340,5.04,11/27/2023 16:38,Debit,Washington,ATM,56,Retired,1,5558.36,11/4/2024 8:10
TX000126,AC00284,214.54,8/4/2023 17:46,Credit,Detroit,Online,70,Doctor,1,11151.53,11/4/2024 8:11
TX000127,AC00208,598.81,9/4/2023 16:48,Debit,Philadelphia,Branch,57,Doctor,1,1415.52,11/4/2024 8:10
TX000128,AC00176,841.28,8/9/2023 17:34,Debit,Tucson,Online,26,Student,1,1103.64,11/4/2024 8:09
TX000129,AC00053,38.15,9/7/2023 16:07,Debit,Mesa,Online,26,Student,1,303.68,11/4/2024 8:07
TX000130,AC00320,1036.66,7/11/2023 16:39,Debit,San Antonio,Branch,58,Doctor,1,5541.57,11/4/2024 8:09
TX000131,AC00382,124.72,7/3/2023 17:14,Debit,Oklahoma City,Branch,33,Engineer,1,6309.8,11/4/2024 8:07
TX000132,AC00384,302.45,9/25/2023 17:13,Credit,San Antonio,Branch,78,Retired,1,5133.61,11/4/2024 8:11
TX000133,AC00203,208.04,11/20/2023 17:10,Debit,Louisville,Online,47,Engineer,1,9344.98,11/4/2024 8:08
TX000134,AC00498,5.77,11/17/2023 17:27,Credit,Los Angeles,Branch,23,Student,1,1117.97,11/4/2024 8:10
TX000135,AC00349,381.33,8/21/2023 16:46,Debit,Albuquerque,ATM,56,Doctor,1,11835.35,11/4/2024 8:09
TX000136,AC00177,16.16,10/16/2023 16:59,Debit,Milwaukee,ATM,50,Doctor,1,14401.17,11/4/2024 8:11
TX000137,AC00284,486.08,6/20/2023 17:21,Debit,Oklahoma City,Online,18,Student,1,1748.69,11/4/2024 8:07
TX000138,AC00272,336.39,1/16/2023 16:53,Debit,San Antonio,Branch,21,Student,1,1000.46,11/4/2024 8:09
TX000139,AC00405,997.43,11/22/2023 16:07,Debit,Seattle,Online,69,Doctor,1,6810.05,11/4/2024 8:08
TX000140,AC00385,234.57,9/1/2023 16:09,Debit,Chicago,Online,23,Student,1,263.98,11/4/2024 8:08
TX000141,AC00403,6,10/23/2023 18:38,Debit,Chicago,Online,30,Doctor,1,5442.76,11/4/2024 8:09
TX000142,AC00114,1049.92,10/23/2023 16:50,Debit,Detroit,ATM,80,Retired,1,2037.85,11/4/2024 8:10
TX000143,AC00163,227.14,7/3/2023 17:42,Debit,Charlotte,ATM,18,Student,1,341.94,11/4/2024 8:11
TX000144,AC00108,233.74,10/24/2023 16:41,Credit,Oklahoma City,Online,66,Retired,1,1066.59,11/4/2024 8:11
TX000145,AC00397,113.02,9/25/2023 16:54,Credit,Jacksonville,Branch,69,Retired,1,6077.96,11/4/2024 8:07
TX000146,AC00434,45.85,2/16/2023 17:57,Debit,Los Angeles,ATM,20,Student,1,1659.15,11/4/2024 8:07
TX000147,AC00385,973.39,8/30/2023 17:23,Debit,Sacramento,Branch,77,Retired,1,2042.22,11/4/2024 8:11
TX000148,AC00161,514.95,4/13/2023 18:37,Debit,New York,Online,41,Doctor,5,421.93,11/4/2024 8:10
TX000149,AC00333,415.5,7/28/2023 16:29,Debit,Memphis,ATM,66,Doctor,1,10113.66,11/4/2024 8:10
TX000150,AC00279,265.76,2/6/2023 17:48,Debit,Philadelphia,Online,54,Retired,1,4446.17,11/4/2024 8:12
TX000151,AC00072,69.4,7/24/2023 18:08,Debit,Virginia Beach,Online,80,Retired,1,6452.77,11/4/2024 8:09
TX000152,AC00242,332.93,11/20/2023 16:29,Credit,Albuquerque,Branch,35,Engineer,1,2788.2,11/4/2024 8:08
TX000153,AC00303,267.9,10/9/2023 16:52,Debit,San Antonio,Online,20,Student,1,596.16,11/4/2024 8:08
TX000154,AC00442,496.03,11/3/2023 16:45,Debit,San Francisco,Branch,61,Doctor,1,12904.66,11/4/2024 8:09
TX000155,AC00087,376.26,2/15/2023 16:41,Debit,Tucson,ATM,37,Engineer,1,9062.4,11/4/2024 8:09
TX000156,AC00174,83.02,9/4/2023 17:59,Credit,Seattle,Online,36,Engineer,1,9009.56,11/4/2024 8:11
TX000157,AC00421,93.26,7/27/2023 16:22,Credit,New York,Online,20,Student,1,1152.2,11/4/2024 8:12
TX000158,AC00111,803.37,4/17/2023 16:08,Credit,Memphis,Branch,68,Doctor,1,12168.37,11/4/2024 8:08
TX000159,AC00275,35.76,9/19/2023 17:38,Debit,Charlotte,Branch,23,Student,1,611.86,11/4/2024 8:11
TX000160,AC00492,28.53,5/31/2023 16:37,Debit,Washington,Online,62,Doctor,1,8670.53,11/4/2024 8:06
TX000161,AC00380,139.53,10/9/2023 17:20,Credit,Louisville,Online,53,Doctor,1,10098.86,11/4/2024 8:07
TX000162,AC00227,307.57,1/9/2023 16:12,Debit,Detroit,Branch,33,Doctor,1,5307.74,11/4/2024 8:06
TX000163,AC00257,60.65,5/26/2023 18:15,Credit,Tucson,Branch,56,Retired,1,1047.28,11/4/2024 8:09
TX000164,AC00062,74.86,8/14/2023 17:43,Debit,Nashville,Branch,70,Doctor,1,6921.48,11/4/2024 8:07
TX000165,AC00383,117.97,11/24/2023 18:51,Debit,Kansas City,Branch,51,Retired,1,1475.46,11/4/2024 8:09
TX000166,AC00182,231.91,1/31/2023 18:31,Debit,Memphis,ATM,34,Engineer,1,112.76,11/4/2024 8:12
TX000167,AC00478,126.21,2/14/2023 16:07,Debit,Baltimore,Branch,75,Retired,1,5669.66,11/4/2024 8:08
TX000168,AC00332,506.28,5/2/2023 17:03,Credit,Chicago,Online,53,Retired,2,1309.95,11/4/2024 8:09
TX000169,AC00202,304.35,12/4/2023 17:07,Debit,Houston,Branch,31,Engineer,1,4057.1,11/4/2024 8:08
TX000170,AC00331,281.85,5/16/2023 17:26,Debit,Detroit,ATM,22,Student,1,1585.98,11/4/2024 8:07
TX000171,AC00474,777.88,3/20/2023 16:58,Debit,Houston,Branch,31,Engineer,1,6825.55,11/4/2024 8:09
TX000172,AC00268,119.18,8/25/2023 18:01,Debit,Los Angeles,Branch,56,Retired,1,5516.5,11/4/2024 8:07
TX000173,AC00247,177.19,5/15/2023 17:25,Debit,Chicago,Online,76,Retired,1,5343.3,11/4/2024 8:06
TX000174,AC00298,260.88,5/29/2023 16:50,Debit,Denver,Branch,22,Student,1,903.05,11/4/2024 8:06
TX000175,AC00106,169.47,3/22/2023 16:10,Debit,Chicago,Online,24,Student,1,1806.16,11/4/2024 8:07
TX000176,AC00035,73.23,5/19/2023 16:52,Debit,Portland,Branch,26,Student,1,787.74,11/4/2024 8:11
TX000177,AC00363,1362.55,2/10/2023 18:07,Debit,El Paso,ATM,29,Engineer,1,2429.68,11/4/2024 8:11
TX000178,AC00273,792.57,5/22/2023 16:22,Debit,Baltimore,ATM,19,Student,1,770.37,11/4/2024 8:10
TX000179,AC00156,237.06,12/18/2023 16:47,Debit,Phoenix,Online,71,Retired,1,1182.77,11/4/2024 8:07
TX000180,AC00010,34.17,11/21/2023 16:57,Credit,Philadelphia,Online,54,Engineer,1,726.55,11/4/2024 8:06
TX000181,AC00036,740.25,7/19/2023 17:03,Debit,Philadelphia,Online,41,Doctor,1,14464.3,11/4/2024 8:08
TX000182,AC00149,453.54,4/19/2023 16:36,Debit,Albuquerque,ATM,58,Doctor,1,12046.3,11/4/2024 8:12
TX000183,AC00225,300.47,11/13/2023 16:11,Debit,Jacksonville,Branch,73,Retired,1,7885.64,11/4/2024 8:08
TX000184,AC00077,110.93,4/7/2023 16:38,Credit,Virginia Beach,Branch,19,Student,1,1952.35,11/4/2024 8:10
TX000185,AC00440,201.69,1/3/2023 16:46,Debit,Las Vegas,ATM,59,Doctor,1,7328.52,11/4/2024 8:10
TX000186,AC00321,399.21,1/30/2023 16:15,Debit,Portland,ATM,59,Engineer,1,3210.39,11/4/2024 8:08
TX000187,AC00099,1041.88,9/6/2023 16:44,Debit,Jacksonville,Online,78,Retired,1,5726.2,11/4/2024 8:06
TX000188,AC00258,630.36,3/2/2023 16:11,Debit,Mesa,ATM,62,Retired,1,1363.65,11/4/2024 8:12
TX000189,AC00132,10.94,10/23/2023 17:24,Credit,Philadelphia,ATM,60,Engineer,1,1241.99,11/4/2024 8:11
TX000190,AC00113,215.9,1/4/2023 16:02,Debit,Los Angeles,ATM,38,Doctor,1,7873.28,11/4/2024 8:10
TX000191,AC00396,1422.55,7/10/2023 17:49,Debit,Washington,Branch,79,Retired,1,5674.32,11/4/2024 8:06
TX000192,AC00099,226.37,9/18/2023 17:07,Credit,Louisville,Branch,49,Doctor,1,9840.04,11/4/2024 8:09
TX000193,AC00265,444.89,9/11/2023 16:27,Credit,Las Vegas,Branch,43,Doctor,1,10328.23,11/4/2024 8:11
TX000194,AC00047,280.57,1/27/2023 17:35,Credit,Virginia Beach,Online,25,Student,1,293.24,11/4/2024 8:10
TX000195,AC00005,488.54,7/3/2023 17:47,Debit,Jacksonville,Branch,52,Engineer,1,7486.63,11/4/2024 8:07
TX000196,AC00363,3.3,3/27/2023 16:42,Credit,Los Angeles,Branch,50,Doctor,1,11385.37,11/4/2024 8:10
TX000197,AC00426,199.39,8/21/2023 16:16,Debit,Colorado Springs,Branch,69,Retired,1,7264.79,11/4/2024 8:09
TX000198,AC00107,20.36,7/24/2023 17:02,Debit,Tucson,Branch,62,Retired,1,2762.48,11/4/2024 8:11
TX000199,AC00237,113.64,10/24/2023 17:09,Debit,Detroit,Online,62,Retired,1,6675.03,11/4/2024 8:07
TX000200,AC00358,493.11,7/31/2023 16:25,Debit,Colorado Springs,Branch,53,Retired,1,7432.99,11/4/2024 8:08
TX000201,AC00113,307.41,6/12/2023 17:32,Debit,Los Angeles,ATM,19,Student,1,1057,11/4/2024 8:09
TX000202,AC00010,11.18,11/30/2023 16:52,Debit,Atlanta,Online,43,Doctor,1,5956.89,11/4/2024 8:10
TX000203,AC00499,313.82,11/15/2023 18:57,Debit,Tucson,Branch,59,Engineer,1,7261.59,11/4/2024 8:08
TX000204,AC00380,51,1/30/2023 16:00,Debit,Seattle,Branch,64,Retired,1,4943.16,11/4/2024 8:08
TX000205,AC00452,140.98,5/25/2023 16:34,Debit,Memphis,Branch,60,Engineer,1,8127.48,11/4/2024 8:12
TX000206,AC00020,288.04,8/24/2023 16:47,Debit,Denver,ATM,68,Retired,1,1748.02,11/4/2024 8:10
TX000207,AC00181,800.55,5/4/2023 16:21,Debit,Oklahoma City,ATM,31,Engineer,1,9660.22,11/4/2024 8:06
TX000208,AC00370,485.54,2/6/2023 17:46,Debit,Houston,ATM,46,Engineer,1,6371.51,11/4/2024 8:11
TX000209,AC00453,521.15,2/17/2023 18:16,Debit,Kansas City,ATM,54,Doctor,1,9442.47,11/4/2024 8:07
TX000210,AC00339,321.79,8/7/2023 17:30,Credit,Raleigh,ATM,63,Retired,1,5959.2,11/4/2024 8:10
TX000211,AC00249,304.93,2/24/2023 16:23,Debit,Portland,ATM,65,Doctor,1,13531.22,11/4/2024 8:08
TX000212,AC00479,432.08,7/31/2023 16:04,Debit,El Paso,ATM,40,Doctor,1,11500.62,11/4/2024 8:11
TX000213,AC00301,694.2,12/7/2023 16:20,Debit,Milwaukee,ATM,61,Retired,1,1389.37,11/4/2024 8:07
TX000214,AC00380,116.86,3/20/2023 18:28,Debit,Louisville,ATM,55,Engineer,1,6706.56,11/4/2024 8:12
TX000215,AC00130,386.81,3/3/2023 18:02,Credit,Detroit,Online,57,Doctor,1,7175.29,11/4/2024 8:10
TX000216,AC00006,74.88,5/24/2023 16:25,Debit,Atlanta,ATM,25,Student,1,420.67,11/4/2024 8:07
TX000217,AC00096,195.76,5/22/2023 16:17,Debit,Philadelphia,Branch,75,Retired,1,7323.53,11/4/2024 8:09
TX000218,AC00108,134.7,8/21/2023 16:03,Debit,Fort Worth,ATM,50,Doctor,1,8395.85,11/4/2024 8:11
TX000219,AC00070,890.24,7/7/2023 18:03,Credit,Las Vegas,Online,33,Engineer,1,5140.93,11/4/2024 8:07
TX000220,AC00417,361.27,1/6/2023 17:01,Debit,Omaha,ATM,63,Doctor,1,7945.57,11/4/2024 8:10
TX000221,AC00391,131.56,10/19/2023 16:42,Debit,Charlotte,Branch,44,Doctor,1,5873.54,11/4/2024 8:07
