TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,LoginAttempts,AccountBalance,PreviousTransactionDate
TRANSACTIONSUSERGROWTH20000001701,ACU00491,970.04,2024-02-01T09:00:00,Debit,Detroit,Branch,38,Student,1,8714.67,
TRANSACTIONSUSERGROWTH20000001722,ACU00512,89.86,2024-02-01T09:00:00,Debit,San Francisco,ATM,23,Student,1,1028.00,
TRANSACTIONSUSERGROWTH20000001732,ACU00522,260.02,2024-02-01T09:00:00,Credit,Nashville,Online,48,Engineer,1,4038.29,
TRANSACTIONSUSERGROWTH20000001772,ACU00562,182.85,2024-02-01T09:00:00,Debit,Houston,ATM,45,Student,2,5574.48,
TRANSACTIONSUSERGROWTH20000001774,ACU00564,301.27,2024-02-01T09:00:00,Debit,Baltimore,Branch,42,Student,1,2474.65,
TRANSACTIONSUSERGROWTH20000001777,ACU00567,335.97,2024-02-01T09:00:00,Debit,Chicago,Online,55,Engineer,1,3715.99,
TRANSACTIONSUSERGROWTH20000001786,ACU00576,225.81,2024-02-01T09:00:00,Debit,Omaha,ATM,40,Student,1,2894.48,
TRANSACTIONSUSERGROWTH20000001788,ACU00578,144.19,2024-02-01T09:00:00,Debit,Austin,Branch,48,Student,2,5710.15,
TRANSACTIONSUSERGROWTH20000001795,ACU00585,5.00,2024-02-01T09:00:00,Debit,Charlotte,ATM,41,Engineer,1,4071.27,
TRANSACTIONSUSERGROWTH20000001804,ACU00594,415.61,2024-02-01T09:00:00,Credit,Fresno,Branch,35,Student,1,1866.70,
TRANSACTIONSUSERGROWTH20000001811,ACU00601,181.57,2024-02-01T09:00:00,Debit,Omaha,Branch,48,Engineer,3,5818.90,
TRANSACTIONSUSERGROWTH20000001829,ACU00619,169.85,2024-02-01T09:00:00,Debit,Fort Worth,Branch,52,Doctor,1,8204.39,
TRANSACTIONSUSERGROWTH20000002354,ACU01144,235.29,2024-02-01T19:00:00,Debit,San Antonio,ATM,57,Retired,1,7628.11,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002472,ACU00052,87.08,2024-02-02T00:00:00,Debit,Milwaukee,Branch,47,Retired,2,2422.14,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002870,ACU00450,320.27,2024-02-02T02:00:00,Debit,Omaha,Branch,47,Retired,1,2559.79,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002911,ACU00491,5.00,2024-02-02T03:00:00,Debit,Detroit,ATM,38,Student,2,3756.74,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002996,ACU00576,367.26,2024-02-02T05:00:00,Debit,Boston,ATM,40,Student,1,2739.93,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000001912,ACU00702,425.24,2024-02-02T06:00:00,Debit,San Diego,Branch,32,Student,1,1154.63,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002741,ACU00321,253.32,2024-02-02T07:00:00,Credit,Mesa,Branch,35,Student,2,585.33,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000003039,ACU00619,239.71,2024-02-02T07:00:00,Debit,Dallas,ATM,52,Doctor,1,9278.58,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000000681,ACU00681,87.21,2024-02-02T09:00:00,Credit,Detroit,Branch,31,Student,1,3137.27,
TRANSACTIONSUSERGROWTH20000000689,ACU00689,623.66,2024-02-02T09:00:00,Debit,Tucson,ATM,41,Student,2,5971.87,
TRANSACTIONSUSERGROWTH20000000705,ACU00705,150.74,2024-02-02T09:00:00,Debit,Charlotte,Branch,51,Engineer,2,5187.69,
TRANSACTIONSUSERGROWTH20000000721,ACU00721,331.56,2024-02-02T09:00:00,Credit,Philadelphia,ATM,40,Doctor,1,5394.47,
TRANSACTIONSUSERGROWTH20000000734,ACU00734,409.41,2024-02-02T09:00:00,Debit,Albuquerque,ATM,41,Student,1,6184.99,
TRANSACTIONSUSERGROWTH20000000787,ACU00787,5.00,2024-02-02T09:00:00,Debit,Omaha,Branch,43,Student,1,8070.40,
TRANSACTIONSUSERGROWTH20000000861,ACU00861,175.71,2024-02-02T09:00:00,Credit,El Paso,Branch,24,Student,1,1022.37,
TRANSACTIONSUSERGROWTH20000000915,ACU00915,107.25,2024-02-02T09:00:00,Debit,San Francisco,Online,55,Doctor,1,10418.39,
TRANSACTIONSUSERGROWTH20000001018,ACU01018,48.95,2024-02-02T09:00:00,Debit,Philadelphia,ATM,35,Student,1,2997.67,
TRANSACTIONSUSERGROWTH20000001034,ACU01034,332.92,2024-02-02T09:00:00,Debit,Denver,ATM,49,Engineer,3,4729.79,
TRANSACTIONSUSERGROWTH20000001035,ACU01035,326.45,2024-02-02T09:00:00,Debit,San Antonio,Branch,38,Engineer,1,2048.55,
TRANSACTIONSUSERGROWTH20000001125,ACU01125,184.48,2024-02-02T09:00:00,Debit,Seattle,Online,41,Student,1,3725.74,
TRANSACTIONSUSERGROWTH20000001137,ACU01137,434.94,2024-02-02T09:00:00,Debit,Los Angeles,ATM,34,Doctor,1,3458.99,
TRANSACTIONSUSERGROWTH20000001143,ACU01143,69.40,2024-02-02T09:00:00,Debit,Jacksonville,ATM,38,Engineer,1,8749.88,
TRANSACTIONSUSERGROWTH20000001220,ACU00010,153.71,2024-02-02T09:00:00,Credit,Louisville,Branch,41,Student,1,3154.42,
TRANSACTIONSUSERGROWTH20000001250,ACU00040,409.72,2024-02-02T09:00:00,Debit,Colorado Springs,Branch,48,Doctor,2,7849.02,
TRANSACTIONSUSERGROWTH20000001253,ACU00043,255.07,2024-02-02T09:00:00,Debit,Philadelphia,ATM,35,Student,1,3867.08,
TRANSACTIONSUSERGROWTH20000001282,ACU00072,5.00,2024-02-02T09:00:00,Debit,Indianapolis,Branch,37,Student,3,8936.83,
TRANSACTIONSUSERGROWTH20000001376,ACU00166,5.00,2024-02-02T09:00:00,Debit,Tucson,Online,39,Doctor,1,9929.49,
TRANSACTIONSUSERGROWTH20000001411,ACU00201,264.12,2024-02-02T09:00:00,Debit,Las Vegas,Online,53,Engineer,1,8857.29,
TRANSACTIONSUSERGROWTH20000001458,ACU00248,383.42,2024-02-02T09:00:00,Debit,Jacksonville,Online,44,Doctor,2,6577.45,
TRANSACTIONSUSERGROWTH20000001459,ACU00249,393.05,2024-02-02T09:00:00,Debit,Louisville,Branch,41,Retired,1,6111.08,
TRANSACTIONSUSERGROWTH20000001483,ACU00273,872.68,2024-02-02T09:00:00,Credit,Colorado Springs,ATM,38,Student,1,6372.26,
TRANSACTIONSUSERGROWTH20000001504,ACU00294,431.42,2024-02-02T09:00:00,Debit,Phoenix,ATM,36,Doctor,2,4903.84,
TRANSACTIONSUSERGROWTH20000001507,ACU00297,98.98,2024-02-02T09:00:00,Debit,Portland,ATM,36,Student,3,2367.39,
TRANSACTIONSUSERGROWTH20000001608,ACU00398,309.20,2024-02-02T09:00:00,Debit,Nashville,Branch,41,Engineer,2,5615.67,
TRANSACTIONSUSERGROWTH20000001619,ACU00409,251.40,2024-02-02T09:00:00,Debit,Fresno,Online,44,Student,1,2012.56,
TRANSACTIONSUSERGROWTH20000001681,ACU00471,48.25,2024-02-02T09:00:00,Debit,Raleigh,Branch,35,Student,1,3172.36,
TRANSACTIONSUSERGROWTH20000001705,ACU00495,213.19,2024-02-02T09:00:00,Debit,Portland,ATM,34,Student,1,5535.98,
TRANSACTIONSUSERGROWTH20000001714,ACU00504,385.66,2024-02-02T09:00:00,Debit,Los Angeles,Branch,41,Student,3,4415.07,
TRANSACTIONSUSERGROWTH20000001716,ACU00506,240.07,2024-02-02T09:00:00,Debit,Fresno,ATM,47,Engineer,2,7268.79,
TRANSACTIONSUSERGROWTH20000001779,ACU00569,373.70,2024-02-02T09:00:00,Credit,Charlotte,Online,41,Student,1,3208.05,
TRANSACTIONSUSERGROWTH20000001792,ACU00582,1090.58,2024-02-02T09:00:00,Debit,Miami,Branch,44,Doctor,1,3653.10,
TRANSACTIONSUSERGROWTH20000001805,ACU00595,589.72,2024-02-02T09:00:00,Debit,Los Angeles,Online,40,Student,1,2788.64,
TRANSACTIONSUSERGROWTH20000002736,ACU00316,517.74,2024-02-02T09:00:00,Debit,Houston,Branch,48,Engineer,1,3498.53,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000000007,AC_GROWTH_025,287.24,2024-02-02T10:00:00,Debit,San Antonio,Online,51,Retired,1,2917.61,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002088,ACU00878,44.61,2024-02-02T12:00:00,Credit,Detroit,ATM,44,Engineer,1,8036.39,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002854,ACU00434,104.36,2024-02-02T13:00:00,Credit,Columbus,Branch,37,Student,1,6323.36,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000003946,ACU00316,270.51,2024-02-02T17:00:00,Debit,Phoenix,Branch,48,Engineer,1,2372.12,2024-02-02T09:00:00
TRANSACTIONSUSERGROWTH20000002492,ACU00072,589.24,2024-02-02T19:00:00,Debit,Colorado Springs,Branch,37,Student,1,9067.33,2024-02-02T09:00:00
TRANSACTIONSUSERGROWTH20000002780,ACU00360,83.38,2024-02-02T19:00:00,Debit,Fresno,Online,62,Engineer,1,4209.04,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002353,ACU01143,57.99,2024-02-02T21:00:00,Debit,Jacksonville,Online,38,Engineer,1,6691.70,2024-02-02T09:00:00
TRANSACTIONSUSERGROWTH20000002369,ACU01159,1413.98,2024-02-02T22:00:00,Debit,Denver,Branch,52,Retired,1,4960.99,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000001867,ACU00657,471.83,2024-02-03T01:00:00,Debit,Phoenix,Branch,62,Retired,1,7166.51,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002942,ACU00522,59.69,2024-02-03T01:00:00,Debit,New York,Branch,48,Engineer,1,3696.00,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002250,ACU01040,428.17,2024-02-03T02:00:00,Debit,Fresno,ATM,54,Retired,2,6464.18,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002890,ACU00470,226.62,2024-02-03T02:00:00,Credit,Atlanta,ATM,38,Student,1,5670.37,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000000002,AC_GROWTH_005,355.88,2024-02-03T03:00:00,Credit,Seattle,Online,54,Engineer,2,11076.89,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002514,ACU00094,183.91,2024-02-03T04:00:00,Credit,Seattle,ATM,35,Student,1,2037.31,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002152,ACU00942,260.60,2024-02-03T05:00:00,Credit,Omaha,Branch,62,Doctor,3,7858.27,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000001892,ACU00682,138.54,2024-02-03T08:00:00,Debit,Atlanta,Branch,53,Doctor,1,5533.50,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002668,ACU00248,653.81,2024-02-03T08:00:00,Debit,Baltimore,Online,44,Doctor,1,6146.79,2024-02-02T09:00:00
TRANSACTIONSUSERGROWTH20000000132,AC_GROWTH_500,58.66,2024-02-03T09:00:00,Debit,Albuquerque,ATM,55,Engineer,1,1549.69,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000000798,ACU00798,256.37,2024-02-03T09:00:00,Credit,Indianapolis,ATM,49,Engineer,1,4042.12,
TRANSACTIONSUSERGROWTH20000000823,ACU00823,235.78,2024-02-03T09:00:00,Debit,Raleigh,ATM,60,Retired,1,2404.51,
TRANSACTIONSUSERGROWTH20000000825,ACU00825,913.50,2024-02-03T09:00:00,Debit,Memphis,Branch,46,Retired,1,3651.77,
TRANSACTIONSUSERGROWTH20000000870,ACU00870,120.48,2024-02-03T09:00:00,Debit,Baltimore,ATM,42,Student,1,2989.43,
TRANSACTIONSUSERGROWTH20000000885,ACU00885,397.09,2024-02-03T09:00:00,Debit,Phoenix,ATM,41,Student,1,5534.31,
TRANSACTIONSUSERGROWTH20000000895,ACU00895,381.19,2024-02-03T09:00:00,Credit,Los Angeles,Online,56,Engineer,1,3535.60,
TRANSACTIONSUSERGROWTH20000000970,ACU00970,108.30,2024-02-03T09:00:00,Credit,Las Vegas,ATM,53,Doctor,1,8814.59,
TRANSACTIONSUSERGROWTH20000000980,ACU00980,604.43,2024-02-03T09:00:00,Debit,El Paso,Online,39,Engineer,1,3709.17,
TRANSACTIONSUSERGROWTH20000000984,ACU00984,418.21,2024-02-03T09:00:00,Debit,Tucson,ATM,50,Engineer,2,8172.68,
TRANSACTIONSUSERGROWTH20000000994,ACU00994,265.41,2024-02-03T09:00:00,Debit,Mesa,Online,53,Retired,1,7151.22,
TRANSACTIONSUSERGROWTH20000000995,ACU00995,769.95,2024-02-03T09:00:00,Debit,Kansas City,Branch,39,Engineer,2,5436.07,
TRANSACTIONSUSERGROWTH20000001017,ACU01017,210.74,2024-02-03T09:00:00,Debit,Chicago,ATM,48,Engineer,2,9422.44,
TRANSACTIONSUSERGROWTH20000001141,ACU01141,227.29,2024-02-03T09:00:00,Debit,Fresno,Online,47,Engineer,1,3435.91,
TRANSACTIONSUSERGROWTH20000001155,ACU01155,253.67,2024-02-03T09:00:00,Debit,San Antonio,Branch,42,Doctor,1,1889.47,
TRANSACTIONSUSERGROWTH20000001163,ACU01163,247.95,2024-02-03T09:00:00,Debit,Denver,Branch,47,Doctor,1,10324.98,
TRANSACTIONSUSERGROWTH20000001223,ACU00013,318.80,2024-02-03T09:00:00,Credit,Los Angeles,ATM,45,Student,1,3518.85,
TRANSACTIONSUSERGROWTH20000001239,ACU00029,163.00,2024-02-03T09:00:00,Debit,Denver,Branch,28,Student,3,1404.43,
TRANSACTIONSUSERGROWTH20000001275,ACU00065,115.06,2024-02-03T09:00:00,Debit,San Antonio,Branch,47,Engineer,2,4613.49,
TRANSACTIONSUSERGROWTH20000001299,ACU00089,482.41,2024-02-03T09:00:00,Credit,Los Angeles,ATM,41,Engineer,1,3105.74,
TRANSACTIONSUSERGROWTH20000001342,ACU00132,202.29,2024-02-03T09:00:00,Credit,Memphis,Branch,41,Student,1,8181.54,
TRANSACTIONSUSERGROWTH20000001344,ACU00134,390.98,2024-02-03T09:00:00,Credit,Detroit,Branch,35,Student,2,990.84,
TRANSACTIONSUSERGROWTH20000001372,ACU00162,165.80,2024-02-03T09:00:00,Debit,Kansas City,ATM,35,Student,1,1755.00,
TRANSACTIONSUSERGROWTH20000001452,ACU00242,500.42,2024-02-03T09:00:00,Credit,Memphis,Online,43,Doctor,1,9030.18,
TRANSACTIONSUSERGROWTH20000001461,ACU00251,155.41,2024-02-03T09:00:00,Debit,Philadelphia,ATM,71,Retired,1,4954.76,
TRANSACTIONSUSERGROWTH20000001489,ACU00279,5.00,2024-02-03T09:00:00,Debit,Omaha,ATM,39,Student,2,3472.40,
TRANSACTIONSUSERGROWTH20000001522,ACU00312,162.33,2024-02-03T09:00:00,Credit,San Francisco,Online,43,Student,1,5148.81,
TRANSACTIONSUSERGROWTH20000001583,ACU00373,373.12,2024-02-03T09:00:00,Debit,Virginia Beach,Online,49,Engineer,1,10006.80,
TRANSACTIONSUSERGROWTH20000001657,ACU00447,438.07,2024-02-03T09:00:00,Debit,Detroit,Branch,38,Student,1,2044.83,
TRANSACTIONSUSERGROWTH20000001715,ACU00505,493.85,2024-02-03T09:00:00,Debit,Milwaukee,ATM,59,Engineer,1,1964.34,
TRANSACTIONSUSERGROWTH20000001736,ACU00526,5.00,2024-02-03T09:00:00,Debit,Kansas City,ATM,35,Student,1,5654.20,
TRANSACTIONSUSERGROWTH20000001742,ACU00532,41.00,2024-02-03T09:00:00,Debit,Oklahoma City,Branch,24,Student,1,4876.20,
TRANSACTIONSUSERGROWTH20000001747,ACU00537,21.35,2024-02-03T09:00:00,Credit,Jacksonville,Online,41,Student,2,3000.49,
TRANSACTIONSUSERGROWTH20000001773,ACU00563,16.38,2024-02-03T09:00:00,Debit,Memphis,Branch,54,Retired,1,4746.96,
TRANSACTIONSUSERGROWTH20000002153,ACU00943,400.97,2024-02-03T09:00:00,Credit,Baltimore,ATM,47,Doctor,2,5935.55,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000003990,ACU00360,90.00,2024-02-03T09:00:00,Debit,San Diego,Branch,62,Engineer,3,5217.34,2024-02-02T19:00:00
TRANSACTIONSUSERGROWTH20000002829,ACU00409,580.88,2024-02-03T10:00:00,Debit,Fresno,Online,44,Student,2,3035.35,2024-02-02T09:00:00
TRANSACTIONSUSERGROWTH20000002861,ACU00441,296.32,2024-02-03T12:00:00,Debit,Nashville,Branch,41,Doctor,1,11491.66,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000003682,ACU00052,789.62,2024-02-03T12:00:00,Debit,Indianapolis,Online,47,Retired,3,2626.85,2024-02-02T00:00:00
TRANSACTIONSUSERGROWTH20000003563,ACU01143,5.00,2024-02-03T13:00:00,Debit,Colorado Springs,Online,38,Engineer,1,10901.70,2024-02-02T21:00:00
TRANSACTIONSUSERGROWTH20000003002,ACU00582,763.04,2024-02-03T14:00:00,Debit,Philadelphia,Branch,44,Doctor,1,1665.70,2024-02-02T09:00:00
TRANSACTIONSUSERGROWTH20000002638,ACU00218,260.06,2024-02-03T15:00:00,Credit,Los Angeles,ATM,45,Student,1,3413.26,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002008,ACU00798,212.97,2024-02-03T17:00:00,Debit,San Jose,Online,49,Engineer,1,5035.69,2024-02-03T09:00:00
TRANSACTIONSUSERGROWTH20000002515,ACU00095,281.66,2024-02-03T17:00:00,Debit,Virginia Beach,Online,48,Student,1,3737.43,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002926,ACU00506,109.82,2024-02-03T17:00:00,Debit,San Francisco,Branch,47,Engineer,1,4772.98,2024-02-02T09:00:00
TRANSACTIONSUSERGROWTH20000004206,ACU00576,315.22,2024-02-03T18:00:00,Debit,Boston,Branch,40,Student,1,3397.57,2024-02-02T05:00:00
TRANSACTIONSUSERGROWTH20000002669,ACU00249,5.00,2024-02-03T19:00:00,Debit,Washington,Branch,41,Retired,1,7794.91,2024-02-02T09:00:00
TRANSACTIONSUSERGROWTH20000002924,ACU00504,64.32,2024-02-03T19:00:00,Credit,Chicago,Branch,41,Student,1,5434.97,2024-02-02T09:00:00
TRANSACTIONSUSERGROWTH20000004064,ACU00434,125.65,2024-02-03T19:00:00,Debit,Chicago,Online,37,Student,2,4686.10,2024-02-02T13:00:00
TRANSACTIONSUSERGROWTH20000002650,ACU00230,5.00,2024-02-03T20:00:00,Debit,Fort Worth,Online,68,Retired,1,2889.46,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002982,ACU00562,158.54,2024-02-03T20:00:00,Debit,Louisville,Online,45,Student,1,5501.43,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002699,ACU00279,601.79,2024-02-03T23:00:00,Debit,Omaha,Online,39,Student,1,3340.78,2024-02-03T09:00:00
TRANSACTIONSUSERGROWTH20000000032,AC_GROWTH_100,288.41,2024-02-04T00:00:00,Credit,Washington,ATM,31,Student,1,3028.37,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000001917,ACU00707,273.57,2024-02-04T00:00:00,Debit,Colorado Springs,ATM,53,Doctor,1,3618.67,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002006,ACU00796,107.03,2024-02-04T00:00:00,Credit,Mesa,Branch,46,Engineer,1,6750.50,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002998,ACU00578,32.62,2024-02-04T00:00:00,Debit,Austin,Branch,48,Student,1,4816.50,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002125,ACU00915,297.79,2024-02-04T01:00:00,Debit,Miami,Branch,55,Doctor,1,5281.97,2024-02-02T09:00:00
TRANSACTIONSUSERGROWTH20000002365,ACU01155,120.47,2024-02-04T03:00:00,Debit,San Antonio,Branch,42,Doctor,2,2949.21,2024-02-03T09:00:00
TRANSACTIONSUSERGROWTH20000002084,ACU00874,369.47,2024-02-04T04:00:00,Credit,Chicago,Online,47,Engineer,1,2402.37,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000002244,ACU01034,383.55,2024-02-04T04:00:00,Debit,Jacksonville,ATM,49,Engineer,1,6410.44,2024-02-02T09:00:00
TRANSACTIONSUSERGROWTH20000004121,ACU00491,871.10,2024-02-04T05:00:00,Debit,Detroit,ATM,38,Student,1,4494.22,2024-02-02T03:00:00
TRANSACTIONSUSERGROWTH20000004192,ACU00562,5.00,2024-02-04T05:00:00,Debit,Los Angeles,Online,45,Student,1,2922.58,2024-02-03T20:00:00
TRANSACTIONSUSERGROWTH20000002878,ACU00458,5.00,2024-02-04T06:00:00,Credit,Portland,ATM,48,Engineer,2,5057.60,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000003298,ACU00878,515.42,2024-02-04T06:00:00,Credit,Austin,ATM,44,Engineer,1,5983.34,2024-02-02T12:00:00
TRANSACTIONSUSERGROWTH20000002717,ACU00297,97.01,2024-02-04T07:00:00,Debit,San Diego,Online,36,Student,1,3526.25,2024-02-02T09:00:00
TRANSACTIONSUSERGROWTH20000002932,ACU00512,69.41,2024-02-04T07:00:00,Debit,San Francisco,ATM,23,Student,1,1018.25,2024-02-01T09:00:00
TRANSACTIONSUSERGROWTH20000004249,ACU00619,385.06,2024-02-04T07:00:00,Debit,San Diego,ATM,52,Doctor,2,9136.70,2024-02-02T07:00:00
TRANSACTIONSUSERGROWTH20000000643,ACU00643,178.13,2024-02-04T09:00:00,Debit,Memphis,Online,49,Retired,3,8792.24,
TRANSACTIONSUSERGROWTH20000000714,ACU00714,5.00,2024-02-04T09:00:00,Debit,Tucson,Online,32,Student,2,5470.27,
TRANSACTIONSUSERGROWTH20000000762,ACU00762,280.98,2024-02-04T09:00:00,Debit,Boston,Online,32,Student,1,1201.93,
TRANSACTIONSUSERGROWTH20000000804,ACU00804,306.30,2024-02-04T09:00:00,Debit,San Diego,ATM,52,Doctor,1,8242.71,
TRANSACTIONSUSERGROWTH20000000833,ACU00833,89.60,2024-02-04T09:00:00,Credit,Phoenix,Branch,42,Doctor,2,9173.95,
TRANSACTIONSUSERGROWTH20000000954,ACU00954,822.08,2024-02-04T09:00:00,Debit,Columbus,ATM,58,Retired,1,4975.32,
