TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,LoginAttempts,AccountBalance,PreviousTransactionDate,ScenarioLabel,ScenarioRole
PREVIEW000027,AC_PREVIEW_HIGH,208.62,2024-04-20T15:00:00,Debit,Dhaka,ATM,59,Retired,3,7689.68,2024-04-18T17:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000028,AC_PREVIEW_HIGH,170.07,2024-04-22T01:00:00,Debit,Dhaka,ATM,59,Retired,1,5700.02,2024-04-20T15:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000029,AC_PREVIEW_HIGH,316.90,2024-04-24T04:00:00,Debit,Dhaka,ATM,59,Retired,1,8817.51,2024-04-22T01:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000030,AC_PREVIEW_HIGH,302.70,2024-04-25T05:00:00,Debit,Dhaka,ATM,59,Retired,2,5369.46,2024-04-24T04:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000031,AC_PREVIEW_HIGH,589.50,2024-04-27T17:00:00,Debit,Dhaka,ATM,59,Retired,3,9263.66,2024-04-25T05:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000032,AC_PREVIEW_HIGH,653.08,2024-04-30T09:00:00,Debit,Dhaka,Online,59,Retired,1,6181.86,2024-04-27T17:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000033,AC_PREVIEW_HIGH,460.12,2024-05-03T08:00:00,Debit,Dhaka,ATM,59,Retired,1,9485.21,2024-04-30T09:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000034,AC_PREVIEW_HIGH,335.89,2024-05-05T18:00:00,Debit,Dhaka,ATM,59,Retired,2,10323.19,2024-05-03T08:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000035,AC_PREVIEW_HIGH,953.28,2024-05-08T17:00:00,Debit,Dhaka,ATM,59,Retired,1,4589.69,2024-05-05T18:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000036,AC_PREVIEW_HIGH,492.08,2024-05-10T10:00:00,Debit,Dhaka,Online,59,Retired,3,9944.77,2024-05-08T17:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000037,AC_PREVIEW_HIGH,748.39,2024-05-12T00:00:00,Debit,Dhaka,ATM,59,Retired,1,7489.93,2024-05-10T10:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000038,AC_PREVIEW_HIGH,494.33,2024-05-14T18:00:00,Debit,Dhaka,ATM,59,Retired,1,5194.47,2024-05-12T00:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000039,AC_PREVIEW_HIGH,510.85,2024-05-17T18:00:00,Debit,Dhaka,ATM,59,Retired,1,5694.92,2024-05-14T18:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000040,AC_PREVIEW_HIGH,333.44,2024-05-20T16:00:00,Debit,Dhaka,ATM,59,Retired,1,5578.97,2024-05-17T18:00:00,PREVIEW_HISTORY_NORMAL,HIGH_AMOUNT_SPIKE
PREVIEW000041,AC_PREVIEW_HIGH,5685.36,2024-05-21T02:00:00,Debit,Dhaka,ATM,59,Retired,1,9384.94,2024-05-20T16:00:00,HIGH_AMOUNT_SPIKE,preview_candidate
PREVIEW000042,AC_PREVIEW_LOCA,426.15,2024-03-01T10:00:00,Debit,Dhaka,Branch,41,Doctor,2,7319.82,,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000043,AC_PREVIEW_LOCA,873.68,2024-03-03T04:00:00,Debit,Dhaka,Online,41,Doctor,1,5329.15,2024-03-01T10:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000044,AC_PREVIEW_LOCA,952.12,2024-03-05T08:00:00,Debit,Dhaka,Branch,41,Doctor,1,5173.76,2024-03-03T04:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000045,AC_PREVIEW_LOCA,817.48,2024-03-07T09:00:00,Credit,Dhaka,Branch,41,Doctor,1,4544.48,2024-03-05T08:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000046,AC_PREVIEW_LOCA,373.98,2024-03-08T18:00:00,Debit,Dhaka,Online,41,Doctor,1,9091.29,2024-03-07T09:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000047,AC_PREVIEW_LOCA,121.87,2024-03-10T18:00:00,Credit,Dhaka,Branch,41,Doctor,1,5821.84,2024-03-08T18:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000048,AC_PREVIEW_LOCA,458.80,2024-03-12T22:00:00,Debit,Dhaka,Branch,41,Doctor,1,6782.62,2024-03-10T18:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000049,AC_PREVIEW_LOCA,189.81,2024-03-15T05:00:00,Debit,Dhaka,ATM,41,Doctor,1,5113.62,2024-03-12T22:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000050,AC_PREVIEW_LOCA,640.44,2024-03-16T19:00:00,Debit,Dhaka,ATM,41,Doctor,1,5877.91,2024-03-15T05:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000051,AC_PREVIEW_LOCA,1217.45,2024-03-18T04:00:00,Debit,Dhaka,Branch,41,Doctor,1,4034.99,2024-03-16T19:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000052,AC_PREVIEW_LOCA,142.79,2024-03-19T05:00:00,Debit,Dhaka,Branch,41,Doctor,1,5392.50,2024-03-18T04:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000053,AC_PREVIEW_LOCA,377.96,2024-03-20T12:00:00,Debit,Dhaka,Branch,41,Doctor,1,6058.48,2024-03-19T05:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000054,AC_PREVIEW_LOCA,532.00,2024-03-23T10:00:00,Debit,Dhaka,ATM,41,Doctor,1,5945.54,2024-03-20T12:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000055,AC_PREVIEW_LOCA,62.42,2024-03-25T06:00:00,Debit,Dhaka,ATM,41,Doctor,2,6004.98,2024-03-23T10:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000056,AC_PREVIEW_LOCA,197.18,2024-03-27T14:00:00,Debit,Dhaka,Online,41,Doctor,1,5597.35,2024-03-25T06:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000057,AC_PREVIEW_LOCA,285.93,2024-03-28T15:00:00,Debit,Dhaka,Online,41,Doctor,1,3689.28,2024-03-27T14:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000058,AC_PREVIEW_LOCA,395.04,2024-03-30T16:00:00,Credit,Dhaka,Online,41,Doctor,1,5822.60,2024-03-28T15:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000059,AC_PREVIEW_LOCA,768.93,2024-03-31T16:00:00,Debit,Dhaka,Online,41,Doctor,1,7812.71,2024-03-30T16:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000060,AC_PREVIEW_LOCA,815.40,2024-04-02T13:00:00,Debit,Dhaka,Online,41,Doctor,2,8029.78,2024-03-31T16:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000061,AC_PREVIEW_LOCA,5.00,2024-04-04T03:00:00,Debit,Dhaka,Branch,41,Doctor,2,6914.87,2024-04-02T13:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000062,AC_PREVIEW_LOCA,353.67,2024-04-06T13:00:00,Credit,Dhaka,Branch,41,Doctor,1,5826.02,2024-04-04T03:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000063,AC_PREVIEW_LOCA,532.78,2024-04-08T22:00:00,Debit,Dhaka,Branch,41,Doctor,2,6373.11,2024-04-06T13:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000064,AC_PREVIEW_LOCA,1333.99,2024-04-09T18:00:00,Credit,Dhaka,Branch,41,Doctor,1,4320.23,2024-04-08T22:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000065,AC_PREVIEW_LOCA,929.33,2024-04-12T17:00:00,Credit,Dhaka,ATM,41,Doctor,1,3538.29,2024-04-09T18:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000066,AC_PREVIEW_LOCA,103.35,2024-04-14T00:00:00,Credit,Dhaka,Branch,41,Doctor,1,3030.16,2024-04-12T17:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000067,AC_PREVIEW_LOCA,988.80,2024-04-15T03:00:00,Debit,Dhaka,ATM,41,Doctor,1,7728.60,2024-04-14T00:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000068,AC_PREVIEW_LOCA,206.45,2024-04-16T20:00:00,Debit,Dhaka,Branch,41,Doctor,3,5746.02,2024-04-15T03:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000069,AC_PREVIEW_LOCA,390.12,2024-04-19T03:00:00,Credit,Dhaka,Branch,41,Doctor,1,4039.44,2024-04-16T20:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000070,AC_PREVIEW_LOCA,419.43,2024-04-20T16:00:00,Debit,Dhaka,Branch,41,Doctor,1,5713.61,2024-04-19T03:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000071,AC_PREVIEW_LOCA,756.37,2024-04-23T16:00:00,Debit,Dhaka,Branch,41,Doctor,1,4555.26,2024-04-20T16:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000072,AC_PREVIEW_LOCA,252.40,2024-04-25T15:00:00,Credit,Dhaka,Branch,41,Doctor,1,2800.32,2024-04-23T16:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000073,AC_PREVIEW_LOCA,36.36,2024-04-28T02:00:00,Debit,Dhaka,Branch,41,Doctor,1,3392.41,2024-04-25T15:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000074,AC_PREVIEW_LOCA,299.27,2024-04-30T21:00:00,Debit,Dhaka,Branch,41,Doctor,1,5071.96,2024-04-28T02:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000075,AC_PREVIEW_LOCA,71.68,2024-05-02T08:00:00,Debit,Dhaka,ATM,41,Doctor,2,5872.82,2024-04-30T21:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000076,AC_PREVIEW_LOCA,438.56,2024-05-03T23:00:00,Debit,Dhaka,Branch,41,Doctor,1,4568.22,2024-05-02T08:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000077,AC_PREVIEW_LOCA,522.29,2024-05-05T21:00:00,Debit,Dhaka,Online,41,Doctor,1,3694.55,2024-05-03T23:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000078,AC_PREVIEW_LOCA,729.99,2024-05-06T22:00:00,Debit,Dhaka,Branch,41,Doctor,1,6681.22,2024-05-05T21:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000079,AC_PREVIEW_LOCA,465.76,2024-05-08T09:00:00,Debit,Dhaka,Online,41,Doctor,2,6067.20,2024-05-06T22:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000080,AC_PREVIEW_LOCA,328.21,2024-05-11T08:00:00,Debit,Dhaka,Branch,41,Doctor,1,4964.57,2024-05-08T09:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000081,AC_PREVIEW_LOCA,278.66,2024-05-13T06:00:00,Debit,Dhaka,Online,41,Doctor,2,6536.45,2024-05-11T08:00:00,PREVIEW_HISTORY_NORMAL,LOCATION_CHANGE
PREVIEW000082,AC_PREVIEW_LOCA,5.00,2024-05-13T16:00:00,Debit,Remote City,Branch,41,Doctor,1,4819.63,2024-05-13T06:00:00,LOCATION_CHANGE,preview_candidate
PREVIEW000083,AC_PREVIEW_LOGI,453.30,2024-03-01T10:00:00,Debit,Dhaka,Branch,51,Engineer,1,8996.90,,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000084,AC_PREVIEW_LOGI,157.12,2024-03-03T12:00:00,Debit,Dhaka,Branch,51,Engineer,1,8340.15,2024-03-01T10:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000085,AC_PREVIEW_LOGI,106.75,2024-03-05T13:00:00,Debit,Dhaka,ATM,51,Engineer,3,6052.01,2024-03-03T12:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000086,AC_PREVIEW_LOGI,70.56,2024-03-07T16:00:00,Credit,Dhaka,ATM,51,Engineer,1,4978.60,2024-03-05T13:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000087,AC_PREVIEW_LOGI,369.88,2024-03-08T22:00:00,Debit,Dhaka,Branch,51,Engineer,2,12838.76,2024-03-07T16:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000088,AC_PREVIEW_LOGI,5.00,2024-03-11T17:00:00,Debit,Dhaka,Branch,51,Engineer,2,8684.31,2024-03-08T22:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000089,AC_PREVIEW_LOGI,230.56,2024-03-12T15:00:00,Debit,Dhaka,Branch,51,Engineer,1,6588.80,2024-03-11T17:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000090,AC_PREVIEW_LOGI,42.01,2024-03-13T12:00:00,Credit,Dhaka,Branch,51,Engineer,2,3293.44,2024-03-12T15:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000091,AC_PREVIEW_LOGI,325.67,2024-03-14T14:00:00,Debit,Dhaka,Branch,51,Engineer,1,5200.76,2024-03-13T12:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000092,AC_PREVIEW_LOGI,210.27,2024-03-16T11:00:00,Debit,Dhaka,Branch,51,Engineer,1,11322.14,2024-03-14T14:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000093,AC_PREVIEW_LOGI,103.25,2024-03-19T02:00:00,Debit,Dhaka,Branch,51,Engineer,3,5769.52,2024-03-16T11:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000094,AC_PREVIEW_LOGI,367.06,2024-03-21T14:00:00,Debit,Dhaka,Branch,51,Engineer,1,9388.60,2024-03-19T02:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000095,AC_PREVIEW_LOGI,276.14,2024-03-23T22:00:00,Debit,Dhaka,Branch,51,Engineer,2,8457.59,2024-03-21T14:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000096,AC_PREVIEW_LOGI,185.12,2024-03-26T17:00:00,Debit,Dhaka,Branch,51,Engineer,1,8751.28,2024-03-23T22:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000097,AC_PREVIEW_LOGI,290.54,2024-03-27T23:00:00,Credit,Dhaka,ATM,51,Engineer,1,6212.34,2024-03-26T17:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000098,AC_PREVIEW_LOGI,302.78,2024-03-29T08:00:00,Debit,Dhaka,Branch,51,Engineer,1,9365.10,2024-03-27T23:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000099,AC_PREVIEW_LOGI,442.10,2024-03-30T09:00:00,Debit,Dhaka,Branch,51,Engineer,1,9919.30,2024-03-29T08:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000100,AC_PREVIEW_LOGI,177.93,2024-03-31T19:00:00,Debit,Dhaka,Branch,51,Engineer,1,5874.10,2024-03-30T09:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000101,AC_PREVIEW_LOGI,235.04,2024-04-03T18:00:00,Debit,Dhaka,ATM,51,Engineer,1,4811.75,2024-03-31T19:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000102,AC_PREVIEW_LOGI,310.92,2024-04-06T12:00:00,Debit,Dhaka,ATM,51,Engineer,2,9837.75,2024-04-03T18:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000103,AC_PREVIEW_LOGI,170.02,2024-04-08T21:00:00,Credit,Dhaka,Branch,51,Engineer,1,11411.28,2024-04-06T12:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000104,AC_PREVIEW_LOGI,223.94,2024-04-10T20:00:00,Debit,Dhaka,Branch,51,Engineer,1,4910.22,2024-04-08T21:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000105,AC_PREVIEW_LOGI,178.37,2024-04-12T00:00:00,Debit,Dhaka,ATM,51,Engineer,1,5421.40,2024-04-10T20:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000106,AC_PREVIEW_LOGI,270.03,2024-04-14T13:00:00,Debit,Dhaka,Branch,51,Engineer,1,6365.39,2024-04-12T00:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000107,AC_PREVIEW_LOGI,412.31,2024-04-17T02:00:00,Credit,Dhaka,ATM,51,Engineer,1,7790.99,2024-04-14T13:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000108,AC_PREVIEW_LOGI,343.33,2024-04-20T01:00:00,Debit,Dhaka,Branch,51,Engineer,1,9162.09,2024-04-17T02:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000109,AC_PREVIEW_LOGI,322.48,2024-04-21T17:00:00,Credit,Dhaka,Branch,51,Engineer,1,7480.05,2024-04-20T01:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000110,AC_PREVIEW_LOGI,18.43,2024-04-22T16:00:00,Debit,Dhaka,ATM,51,Engineer,1,8924.04,2024-04-21T17:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000111,AC_PREVIEW_LOGI,280.06,2024-04-24T14:00:00,Debit,Dhaka,Branch,51,Engineer,2,10327.06,2024-04-22T16:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000112,AC_PREVIEW_LOGI,371.45,2024-04-25T21:00:00,Credit,Dhaka,Branch,51,Engineer,1,8416.22,2024-04-24T14:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000113,AC_PREVIEW_LOGI,366.54,2024-04-28T20:00:00,Credit,Dhaka,ATM,51,Engineer,1,6685.88,2024-04-25T21:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000114,AC_PREVIEW_LOGI,233.43,2024-04-29T23:00:00,Debit,Dhaka,ATM,51,Engineer,2,6953.24,2024-04-28T20:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000115,AC_PREVIEW_LOGI,334.89,2024-05-02T23:00:00,Debit,Dhaka,Branch,51,Engineer,1,6550.01,2024-04-29T23:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000116,AC_PREVIEW_LOGI,192.06,2024-05-03T20:00:00,Debit,Dhaka,Branch,51,Engineer,2,6218.14,2024-05-02T23:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000117,AC_PREVIEW_LOGI,9.88,2024-05-05T18:00:00,Credit,Dhaka,Branch,51,Engineer,1,7463.59,2024-05-03T20:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000118,AC_PREVIEW_LOGI,228.77,2024-05-08T08:00:00,Debit,Dhaka,Branch,51,Engineer,1,10966.93,2024-05-05T18:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
PREVIEW000119,AC_PREVIEW_LOGI,416.49,2024-05-10T23:00:00,Credit,Dhaka,Branch,51,Engineer,1,9119.35,2024-05-08T08:00:00,PREVIEW_HISTORY_NORMAL,LOGIN_ATTEMPT_RISK
