TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,LoginAttempts,AccountBalance,PreviousTransactionDate,ScenarioLabel,ScenarioRole
TRANSACTIONSUSERGROWTH1000000703,ACU00063,169.23,2024-02-03T09:00:00,Credit,Houston,Online,48,Doctor,1,13577.03,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000002,AC_GROWTH_005,499.61,2024-02-03T15:00:00,Debit,Nashville,ATM,57,Retired,1,3656.72,2024-02-01T09:00:00,USER_HISTORY_GROWTH,AC_GROWTH_005
TRANSACTIONSUSERGROWTH1000000766,ACU00046,5.00,2024-02-04T02:00:00,Debit,Fort Worth,ATM,28,Student,2,7634.87,2024-02-03T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000033,AC_GROWTH_100,147.90,2024-02-04T06:00:00,Credit,Charlotte,Online,40,Student,1,3257.73,2024-02-02T15:00:00,USER_HISTORY_GROWTH,AC_GROWTH_100
TRANSACTIONSUSERGROWTH1000000765,ACU00045,5.00,2024-02-04T06:00:00,Debit,Fort Worth,Online,44,Student,1,5048.19,2024-02-02T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000132,AC_GROWTH_500,307.91,2024-02-04T08:00:00,Credit,Dallas,ATM,58,Engineer,1,13004.54,2024-02-01T09:00:00,USER_HISTORY_GROWTH,AC_GROWTH_500
TRANSACTIONSUSERGROWTH1000000637,ACU00077,43.03,2024-02-04T09:00:00,Debit,Tucson,ATM,19,Student,1,218.71,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000638,ACU00078,79.40,2024-02-04T09:00:00,Debit,Phoenix,Online,50,Retired,1,4335.86,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000643,ACU00003,202.32,2024-02-04T09:00:00,Debit,Raleigh,ATM,45,Doctor,1,4142.74,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000662,ACU00022,163.31,2024-02-04T09:00:00,Debit,Kansas City,ATM,47,Engineer,1,9694.26,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000779,ACU00059,334.00,2024-02-04T10:00:00,Debit,Washington,Online,45,Retired,1,4456.40,2024-02-01T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000003,AC_GROWTH_005,380.04,2024-02-04T11:00:00,Debit,Memphis,ATM,57,Retired,1,2822.73,2024-02-03T15:00:00,USER_HISTORY_GROWTH,AC_GROWTH_005
TRANSACTIONSUSERGROWTH1000000034,AC_GROWTH_100,116.42,2024-02-05T00:00:00,Credit,Detroit,Branch,40,Student,1,2688.09,2024-02-04T06:00:00,USER_HISTORY_GROWTH,AC_GROWTH_100
TRANSACTIONSUSERGROWTH1000000783,ACU00063,42.53,2024-02-05T04:00:00,Debit,Washington,Branch,48,Doctor,2,3549.44,2024-02-03T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000004,AC_GROWTH_005,536.42,2024-02-05T05:00:00,Debit,Nashville,Branch,57,Retired,1,3662.78,2024-02-04T11:00:00,USER_HISTORY_GROWTH,AC_GROWTH_005
TRANSACTIONSUSERGROWTH1000000717,ACU00077,77.61,2024-02-05T08:00:00,Debit,Tucson,ATM,19,Student,1,192.65,2024-02-04T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000682,ACU00042,287.90,2024-02-05T09:00:00,Debit,San Francisco,Branch,43,Doctor,1,7083.65,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000697,ACU00057,530.20,2024-02-05T09:00:00,Credit,Mesa,Online,40,Student,1,2678.58,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000707,ACU00067,89.69,2024-02-05T09:00:00,Debit,Charlotte,Branch,46,Student,1,8851.79,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000719,ACU00079,257.90,2024-02-05T12:00:00,Debit,Fort Worth,Online,28,Student,1,2736.26,2024-02-03T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000008,AC_GROWTH_025,142.34,2024-02-05T14:00:00,Debit,San Jose,ATM,55,Engineer,2,1920.38,2024-02-03T04:00:00,USER_HISTORY_GROWTH,AC_GROWTH_025
TRANSACTIONSUSERGROWTH1000000846,ACU00046,5.00,2024-02-05T23:00:00,Debit,Fort Worth,ATM,28,Student,1,8630.94,2024-02-04T02:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000742,ACU00022,491.40,2024-02-06T02:00:00,Debit,Virginia Beach,Branch,47,Engineer,1,9718.80,2024-02-04T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000641,ACU00001,68.39,2024-02-06T09:00:00,Debit,Baltimore,Online,28,Student,1,1746.66,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000654,ACU00014,80.44,2024-02-06T09:00:00,Debit,Detroit,Branch,29,Student,1,6049.89,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000035,AC_GROWTH_100,5.00,2024-02-06T11:00:00,Credit,Detroit,Branch,40,Student,1,3483.60,2024-02-05T00:00:00,USER_HISTORY_GROWTH,AC_GROWTH_100
TRANSACTIONSUSERGROWTH1000000718,ACU00078,92.20,2024-02-06T13:00:00,Debit,New York,Branch,50,Retired,1,2658.72,2024-02-04T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000731,ACU00011,57.33,2024-02-06T18:00:00,Credit,Las Vegas,ATM,44,Retired,1,4667.80,2024-02-03T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000859,ACU00059,64.12,2024-02-06T18:00:00,Debit,Washington,Online,45,Retired,2,4711.43,2024-02-04T10:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000822,ACU00022,130.38,2024-02-06T22:00:00,Debit,Fresno,ATM,47,Engineer,1,5258.49,2024-02-06T02:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000863,ACU00063,150.01,2024-02-06T22:00:00,Debit,Philadelphia,Online,48,Doctor,2,6148.71,2024-02-05T04:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000734,ACU00014,220.49,2024-02-06T23:00:00,Debit,Nashville,Branch,29,Student,1,4890.71,2024-02-06T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000797,ACU00077,72.13,2024-02-07T01:00:00,Debit,Tucson,ATM,19,Student,1,274.17,2024-02-05T08:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000133,AC_GROWTH_500,423.80,2024-02-07T02:00:00,Debit,Dallas,ATM,58,Engineer,1,6687.35,2024-02-04T08:00:00,USER_HISTORY_GROWTH,AC_GROWTH_500
TRANSACTIONSUSERGROWTH1000000676,ACU00036,377.52,2024-02-07T09:00:00,Credit,Louisville,Branch,51,Student,1,3167.24,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000687,ACU00047,366.40,2024-02-07T09:00:00,Debit,San Antonio,Online,48,Doctor,1,17593.42,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000721,ACU00001,17.29,2024-02-07T10:00:00,Debit,Baltimore,Branch,28,Student,1,2375.48,2024-02-06T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000902,ACU00022,139.85,2024-02-07T10:00:00,Debit,Kansas City,Branch,47,Engineer,1,7333.58,2024-02-06T22:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000009,AC_GROWTH_025,189.93,2024-02-07T11:00:00,Debit,San Jose,ATM,55,Engineer,1,1417.19,2024-02-05T14:00:00,USER_HISTORY_GROWTH,AC_GROWTH_025
TRANSACTIONSUSERGROWTH1000000723,ACU00003,307.43,2024-02-07T19:00:00,Debit,Austin,Online,45,Doctor,1,7836.33,2024-02-04T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000926,ACU00046,436.71,2024-02-07T19:00:00,Debit,Fort Worth,Online,28,Student,1,9408.89,2024-02-05T23:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000845,ACU00045,5.00,2024-02-07T21:00:00,Debit,Fort Worth,Online,44,Student,2,3285.74,2024-02-04T06:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000799,ACU00079,248.94,2024-02-08T00:00:00,Debit,Columbus,ATM,28,Student,1,8294.67,2024-02-05T12:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000005,AC_GROWTH_005,354.00,2024-02-08T03:00:00,Debit,Indianapolis,Branch,57,Retired,3,5081.33,2024-02-05T05:00:00,USER_HISTORY_GROWTH,AC_GROWTH_005
TRANSACTIONSUSERGROWTH1000000010,AC_GROWTH_025,241.34,2024-02-08T03:00:00,Debit,Albuquerque,Branch,55,Engineer,1,1514.29,2024-02-07T11:00:00,USER_HISTORY_GROWTH,AC_GROWTH_025
TRANSACTIONSUSERGROWTH1000000814,ACU00014,603.10,2024-02-08T03:00:00,Debit,Detroit,Branch,29,Student,1,4060.22,2024-02-06T23:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000787,ACU00067,5.00,2024-02-08T04:00:00,Debit,San Francisco,Online,46,Student,1,3727.45,2024-02-05T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000762,ACU00042,763.68,2024-02-08T06:00:00,Debit,Raleigh,Branch,43,Doctor,3,5308.25,2024-02-05T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000943,ACU00063,156.02,2024-02-08T07:00:00,Debit,San Jose,Branch,48,Doctor,1,10698.29,2024-02-06T22:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000982,ACU00022,142.57,2024-02-08T07:00:00,Debit,Fort Worth,Branch,47,Engineer,1,3719.32,2024-02-07T10:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000640,ACU00080,756.70,2024-02-08T09:00:00,Debit,Austin,Branch,60,Doctor,1,9747.35,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000655,ACU00015,372.89,2024-02-08T09:00:00,Debit,Tucson,ATM,56,Doctor,1,9066.86,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000689,ACU00049,120.01,2024-02-08T09:00:00,Credit,San Diego,Online,48,Doctor,1,9539.63,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000811,ACU00011,63.34,2024-02-08T12:00:00,Debit,Las Vegas,Online,44,Retired,1,3688.43,2024-02-06T18:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000867,ACU00067,225.82,2024-02-08T12:00:00,Credit,Charlotte,Branch,46,Student,1,3608.44,2024-02-08T04:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000879,ACU00079,530.75,2024-02-08T14:00:00,Debit,Fort Worth,Online,28,Student,1,8728.32,2024-02-08T00:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000767,ACU00047,384.51,2024-02-08T16:00:00,Debit,Albuquerque,Online,48,Doctor,2,15000.87,2024-02-07T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000877,ACU00077,56.01,2024-02-08T22:00:00,Debit,Tucson,ATM,19,Student,1,233.32,2024-02-07T01:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000036,AC_GROWTH_100,219.84,2024-02-09T00:00:00,Debit,Charlotte,Online,40,Student,1,2035.23,2024-02-06T11:00:00,USER_HISTORY_GROWTH,AC_GROWTH_100
TRANSACTIONSUSERGROWTH1000000777,ACU00057,27.95,2024-02-09T00:00:00,Debit,Boston,Branch,40,Student,1,2010.73,2024-02-05T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000011,AC_GROWTH_025,174.75,2024-02-09T02:00:00,Debit,Albuquerque,Branch,55,Engineer,1,2624.11,2024-02-08T03:00:00,USER_HISTORY_GROWTH,AC_GROWTH_025
TRANSACTIONSUSERGROWTH1000000756,ACU00036,5.00,2024-02-09T05:00:00,Debit,Oklahoma City,ATM,51,Student,2,3902.36,2024-02-07T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000803,ACU00003,594.77,2024-02-09T07:00:00,Debit,Fresno,ATM,45,Doctor,1,9208.88,2024-02-07T19:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000735,ACU00015,138.08,2024-02-09T08:00:00,Debit,Tucson,Branch,56,Doctor,1,7528.13,2024-02-08T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000683,ACU00043,118.36,2024-02-09T09:00:00,Debit,Houston,Online,44,Student,1,2649.29,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000694,ACU00054,179.84,2024-02-09T09:00:00,Debit,Miami,Branch,45,Doctor,1,5797.92,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000705,ACU00065,145.71,2024-02-09T09:00:00,Debit,Indianapolis,Online,38,Engineer,2,10241.58,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000939,ACU00059,82.15,2024-02-09T11:00:00,Debit,San Francisco,Branch,45,Retired,1,3508.62,2024-02-06T18:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000798,ACU00078,202.86,2024-02-09T12:00:00,Debit,New York,Branch,50,Retired,1,4328.42,2024-02-06T13:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000947,ACU00067,80.16,2024-02-09T12:00:00,Debit,Phoenix,Online,46,Student,1,8008.72,2024-02-08T12:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000847,ACU00047,406.40,2024-02-09T14:00:00,Debit,San Antonio,Online,48,Doctor,1,13384.47,2024-02-08T16:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000815,ACU00015,33.75,2024-02-09T17:00:00,Debit,Raleigh,Branch,56,Doctor,3,6043.53,2024-02-09T08:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000891,ACU00011,5.00,2024-02-09T17:00:00,Debit,Fresno,Branch,44,Retired,1,3447.85,2024-02-08T12:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000134,AC_GROWTH_500,250.24,2024-02-09T18:00:00,Debit,Baltimore,Branch,58,Engineer,2,12452.17,2024-02-07T02:00:00,USER_HISTORY_GROWTH,AC_GROWTH_500
TRANSACTIONSUSERGROWTH1000000012,AC_GROWTH_025,209.95,2024-02-09T19:00:00,Debit,Albuquerque,Branch,55,Engineer,1,1118.55,2024-02-09T02:00:00,USER_HISTORY_GROWTH,AC_GROWTH_025
TRANSACTIONSUSERGROWTH1000000883,ACU00003,356.40,2024-02-09T21:00:00,Credit,Oklahoma City,Online,45,Doctor,1,3458.95,2024-02-09T07:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000801,ACU00001,369.17,2024-02-09T22:00:00,Debit,Houston,Online,28,Student,1,2097.54,2024-02-07T10:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000774,ACU00054,5.00,2024-02-10T03:00:00,Debit,Fresno,ATM,45,Doctor,1,5216.96,2024-02-09T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000878,ACU00078,117.77,2024-02-10T05:00:00,Credit,New York,Branch,50,Retired,1,7887.41,2024-02-09T12:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000785,ACU00065,56.63,2024-02-10T06:00:00,Debit,Jacksonville,Online,38,Engineer,1,8664.96,2024-02-09T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000632,ACU00072,271.33,2024-02-10T09:00:00,Credit,Jacksonville,Branch,41,Student,1,4112.99,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000645,ACU00005,799.53,2024-02-10T09:00:00,Debit,Tucson,Branch,59,Retired,1,2890.83,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000647,ACU00007,5.00,2024-02-10T09:00:00,Debit,San Francisco,Online,52,Engineer,1,9126.19,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000674,ACU00034,5.00,2024-02-10T09:00:00,Debit,San Francisco,Branch,36,Student,1,12162.80,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000695,ACU00055,411.56,2024-02-10T09:00:00,Debit,Oklahoma City,ATM,59,Retired,1,1864.85,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000842,ACU00042,601.26,2024-02-10T10:00:00,Debit,Atlanta,ATM,43,Doctor,1,4207.20,2024-02-08T06:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000037,AC_GROWTH_100,234.30,2024-02-10T12:00:00,Debit,Fort Worth,ATM,40,Student,1,2516.58,2024-02-09T00:00:00,USER_HISTORY_GROWTH,AC_GROWTH_100
TRANSACTIONSUSERGROWTH1000000881,ACU00001,1159.90,2024-02-10T15:00:00,Credit,Baltimore,Online,28,Student,3,1335.66,2024-02-09T22:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000894,ACU00014,5.00,2024-02-10T21:00:00,Credit,Columbus,Online,29,Student,2,3016.29,2024-02-08T03:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000720,ACU00080,5.00,2024-02-10T22:00:00,Debit,Las Vegas,Online,60,Doctor,1,9857.68,2024-02-08T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000727,ACU00007,120.20,2024-02-10T22:00:00,Debit,San Francisco,Online,52,Engineer,1,9248.66,2024-02-10T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000925,ACU00045,5.00,2024-02-10T22:00:00,Debit,Fort Worth,Online,44,Student,1,4665.21,2024-02-07T21:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000959,ACU00079,5.00,2024-02-11T01:00:00,Debit,Fort Worth,Online,28,Student,1,8611.71,2024-02-08T14:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000963,ACU00003,5.00,2024-02-11T04:00:00,Credit,Oklahoma City,Online,45,Doctor,1,6136.58,2024-02-09T21:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000013,AC_GROWTH_025,210.62,2024-02-11T05:00:00,Debit,San Jose,Branch,55,Engineer,1,1844.88,2024-02-09T19:00:00,USER_HISTORY_GROWTH,AC_GROWTH_025
TRANSACTIONSUSERGROWTH1000000971,ACU00011,273.92,2024-02-11T05:00:00,Debit,Fresno,ATM,44,Retired,1,3724.80,2024-02-09T17:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000865,ACU00065,5.00,2024-02-11T08:00:00,Credit,Indianapolis,ATM,38,Engineer,1,5899.31,2024-02-10T06:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000670,ACU00030,298.16,2024-02-11T09:00:00,Debit,Atlanta,Branch,51,Retired,1,4413.30,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000672,ACU00032,276.59,2024-02-11T09:00:00,Debit,Mesa,Branch,25,Student,1,481.91,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000692,ACU00052,93.42,2024-02-11T09:00:00,Credit,Houston,Online,51,Engineer,1,10310.99,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000709,ACU00069,87.66,2024-02-11T09:00:00,Debit,Houston,Branch,53,Student,1,4702.05,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000769,ACU00049,75.54,2024-02-11T09:00:00,Debit,Oklahoma City,Online,48,Doctor,1,10675.70,2024-02-08T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000763,ACU00043,35.82,2024-02-11T15:00:00,Credit,Fresno,Branch,44,Student,1,4137.53,2024-02-09T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000957,ACU00077,69.49,2024-02-11T22:00:00,Debit,Tucson,ATM,19,Student,1,372.38,2024-02-08T22:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000836,ACU00036,5.00,2024-02-11T23:00:00,Debit,Oklahoma City,Branch,51,Student,1,3314.95,2024-02-09T05:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000038,AC_GROWTH_100,418.43,2024-02-12T05:00:00,Credit,Nashville,ATM,40,Student,1,3192.05,2024-02-10T12:00:00,USER_HISTORY_GROWTH,AC_GROWTH_100
TRANSACTIONSUSERGROWTH1000000712,ACU00072,439.70,2024-02-12T07:00:00,Debit,Mesa,ATM,41,Student,1,3083.62,2024-02-10T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000927,ACU00047,290.49,2024-02-12T08:00:00,Debit,San Antonio,Online,48,Doctor,1,12059.08,2024-02-09T14:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000657,ACU00017,5.00,2024-02-12T09:00:00,Debit,Boston,Branch,38,Student,1,3094.82,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000661,ACU00021,367.04,2024-02-12T09:00:00,Credit,Kansas City,Branch,44,Student,1,4370.56,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000691,ACU00051,5.00,2024-02-12T09:00:00,Debit,San Diego,ATM,22,Student,1,1271.61,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000701,ACU00061,547.64,2024-02-12T09:00:00,Credit,Phoenix,ATM,41,Student,1,3517.95,,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000807,ACU00007,470.09,2024-02-12T10:00:00,Debit,Boston,Online,52,Engineer,1,7263.44,2024-02-10T22:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000922,ACU00042,136.26,2024-02-12T10:00:00,Debit,San Francisco,ATM,43,Doctor,1,3578.94,2024-02-10T10:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000752,ACU00032,392.14,2024-02-12T11:00:00,Debit,Columbus,Online,25,Student,1,1860.70,2024-02-11T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000800,ACU00080,331.37,2024-02-12T12:00:00,Debit,Fort Worth,Branch,60,Doctor,1,4692.73,2024-02-10T22:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000135,AC_GROWTH_500,571.31,2024-02-12T13:00:00,Debit,Baltimore,ATM,58,Engineer,1,8503.00,2024-02-09T18:00:00,USER_HISTORY_GROWTH,AC_GROWTH_500
TRANSACTIONSUSERGROWTH1000000857,ACU00057,525.42,2024-02-12T13:00:00,Credit,Mesa,Branch,40,Student,1,3863.82,2024-02-09T00:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000014,AC_GROWTH_025,35.63,2024-02-12T14:00:00,Debit,Albuquerque,ATM,55,Engineer,1,1900.15,2024-02-11T05:00:00,USER_HISTORY_GROWTH,AC_GROWTH_025
TRANSACTIONSUSERGROWTH1000000843,ACU00043,16.47,2024-02-12T17:00:00,Debit,Oklahoma City,Branch,44,Student,2,2929.97,2024-02-11T15:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000789,ACU00069,367.86,2024-02-12T18:00:00,Credit,San Francisco,Online,53,Student,1,5467.66,2024-02-11T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000772,ACU00052,71.93,2024-02-12T21:00:00,Credit,Houston,Online,51,Engineer,2,13577.96,2024-02-11T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000937,ACU00057,30.30,2024-02-12T21:00:00,Debit,Boston,ATM,40,Student,2,2376.20,2024-02-12T13:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000854,ACU00054,200.12,2024-02-13T06:00:00,Debit,San Francisco,ATM,45,Doctor,1,6160.55,2024-02-10T03:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000775,ACU00055,364.75,2024-02-13T10:00:00,Credit,Oklahoma City,Branch,59,Retired,2,3042.86,2024-02-10T09:00:00,BACKGROUND_NORMAL,filler
TRANSACTIONSUSERGROWTH1000000958,ACU00078,132.47,2024-02-13T10:00:00,Debit,New York,Online,50,Retired,1,4704.48,2024-02-10T05:00:00,BACKGROUND_NORMAL,filler
