TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,LoginAttempts,AccountBalance,PreviousTransactionDate,ScenarioLabel,ScenarioRole
TRANSACTIONS20000BASELINE000066,ACB00066,94.74,2024-01-09T18:00:00,Debit,Milwaukee,ATM,26,Student,1,8651.65,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000067,ACB00067,326.23,2024-01-18T18:00:00,Debit,Virginia Beach,Online,40,Doctor,3,6214.66,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000068,ACB00068,517.98,2024-02-13T12:00:00,Debit,Oklahoma City,ATM,36,Doctor,1,7134.60,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000069,ACB00069,78.36,2024-01-30T19:00:00,Credit,Philadelphia,Branch,62,Doctor,1,11576.07,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000070,ACB00070,94.54,2024-02-02T16:00:00,Debit,San Jose,ATM,32,Student,1,1195.72,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000071,ACB00071,330.64,2024-01-05T16:00:00,Credit,Portland,Branch,55,Doctor,1,5980.20,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000072,ACB00072,119.03,2024-01-31T13:00:00,Debit,Houston,ATM,48,Engineer,1,7693.42,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000073,ACB00073,5.00,2024-01-01T19:00:00,Debit,Sacramento,Branch,50,Student,1,7813.02,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000074,ACB00074,34.00,2024-02-06T13:00:00,Debit,Columbus,ATM,40,Engineer,1,180.93,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000075,ACB00075,367.98,2024-01-11T10:00:00,Debit,Houston,ATM,36,Doctor,1,5313.49,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000076,ACB00076,265.10,2024-01-19T18:00:00,Debit,Louisville,Online,37,Student,1,8022.89,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000077,ACB00077,157.10,2024-01-22T11:00:00,Debit,Charlotte,ATM,57,Student,1,3627.38,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000078,ACB00078,5.00,2024-01-07T09:00:00,Debit,Albuquerque,Branch,33,Student,1,2573.50,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000079,ACB00079,445.45,2024-01-09T17:00:00,Debit,Omaha,Online,43,Engineer,1,3151.78,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000080,ACB00080,43.82,2024-02-09T20:00:00,Credit,Houston,Branch,46,Engineer,1,6771.30,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000081,ACB00081,5.00,2024-02-11T13:00:00,Debit,Mesa,ATM,49,Retired,1,1906.77,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000082,ACB00082,107.90,2024-02-08T14:00:00,Debit,Portland,Branch,59,Retired,3,8026.26,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000083,ACB00083,176.27,2024-01-04T18:00:00,Credit,Atlanta,Online,30,Engineer,1,2733.98,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000084,ACB00084,884.56,2024-01-11T14:00:00,Debit,Jacksonville,ATM,48,Retired,1,6589.26,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000085,ACB00085,142.53,2024-01-15T18:00:00,Debit,Nashville,Branch,43,Student,1,6014.21,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000086,ACB00086,129.94,2024-01-07T14:00:00,Debit,Indianapolis,Branch,56,Engineer,1,5635.98,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000087,ACB00087,292.47,2024-01-26T13:00:00,Credit,Boston,Branch,51,Retired,1,7647.42,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000088,ACB00088,80.72,2024-02-04T10:00:00,Debit,Washington,Branch,21,Student,1,634.16,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000089,ACB00089,173.63,2024-01-07T08:00:00,Debit,San Jose,ATM,48,Doctor,2,13487.41,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000090,ACB00090,243.57,2024-01-14T08:00:00,Debit,Memphis,Online,37,Engineer,1,10639.85,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000091,ACB00091,513.34,2024-01-03T18:00:00,Debit,Sacramento,Online,62,Engineer,1,4440.17,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000092,ACB00092,121.14,2024-01-23T19:00:00,Credit,Atlanta,ATM,43,Doctor,1,4292.39,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000093,ACB00093,5.00,2024-01-17T18:00:00,Credit,Boston,ATM,49,Doctor,1,9182.17,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000094,ACB00094,240.77,2024-02-01T12:00:00,Debit,Philadelphia,ATM,51,Engineer,2,6277.98,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000095,ACB00095,54.01,2024-02-05T20:00:00,Debit,Miami,Online,41,Engineer,1,4196.70,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000096,ACB00096,5.00,2024-01-27T14:00:00,Debit,San Jose,Online,51,Doctor,1,4762.34,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000097,ACB00097,5.00,2024-01-15T17:00:00,Credit,San Jose,ATM,48,Retired,2,5599.71,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000098,ACB00098,408.04,2024-02-15T16:00:00,Debit,San Francisco,Online,44,Student,2,2730.30,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000099,ACB00099,93.38,2024-02-10T16:00:00,Debit,Mesa,ATM,53,Retired,1,4012.88,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000100,ACB00100,1081.25,2024-01-31T19:00:00,Debit,Philadelphia,Online,38,Student,1,4779.52,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000101,ACB00101,677.11,2024-01-31T18:00:00,Credit,Virginia Beach,Online,43,Student,1,5612.54,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000102,ACB00102,426.43,2024-01-14T17:00:00,Debit,Baltimore,Online,50,Doctor,1,6738.34,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000103,ACB00103,170.63,2024-02-15T20:00:00,Debit,Nashville,Online,41,Doctor,1,4509.76,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000104,ACB00104,485.83,2024-01-25T19:00:00,Credit,San Francisco,ATM,40,Student,1,4343.61,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000105,ACB00105,64.12,2024-01-18T12:00:00,Credit,San Jose,Branch,55,Engineer,1,3522.57,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000106,ACB00106,503.57,2024-01-03T08:00:00,Debit,Atlanta,Online,53,Student,1,3837.31,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000107,ACB00107,106.87,2024-01-31T20:00:00,Debit,Philadelphia,ATM,71,Retired,1,7393.91,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000108,ACB00108,343.68,2024-02-12T16:00:00,Debit,Virginia Beach,Online,35,Doctor,1,6431.55,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000109,ACB00109,244.36,2024-02-08T14:00:00,Debit,Mesa,ATM,52,Retired,1,2061.76,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000110,ACB00110,183.09,2024-01-12T09:00:00,Credit,Washington,Branch,43,Student,1,4014.62,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000111,ACB00111,173.87,2024-01-05T16:00:00,Debit,Louisville,ATM,43,Student,2,2933.35,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000112,ACB00112,173.05,2024-01-15T13:00:00,Debit,Fort Worth,ATM,49,Engineer,1,2566.31,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000113,ACB00113,341.47,2024-01-06T13:00:00,Credit,Louisville,Branch,43,Student,1,2168.98,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000114,ACB00114,298.06,2024-02-01T11:00:00,Debit,New York,Online,31,Student,1,2161.03,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000115,ACB00115,5.00,2024-01-26T15:00:00,Debit,San Jose,ATM,47,Engineer,1,3491.71,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000116,ACB00116,296.02,2024-01-18T12:00:00,Debit,Fresno,ATM,48,Retired,3,3470.95,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000117,ACB00117,60.44,2024-01-10T08:00:00,Credit,Indianapolis,ATM,46,Doctor,1,10299.09,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000118,ACB00118,180.51,2024-02-04T09:00:00,Debit,Miami,ATM,59,Engineer,2,7763.27,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000119,ACB00119,900.18,2024-01-11T18:00:00,Debit,Oklahoma City,ATM,53,Retired,1,2513.70,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000120,ACB00120,34.43,2024-01-08T08:00:00,Credit,Louisville,Branch,50,Engineer,1,4656.41,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000121,ACB00121,171.37,2024-01-18T18:00:00,Credit,Omaha,Online,40,Student,1,7125.72,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000122,ACB00122,397.85,2024-01-25T13:00:00,Credit,Washington,Branch,48,Doctor,1,7903.18,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000123,ACB00123,193.62,2024-01-31T19:00:00,Debit,Boston,ATM,49,Engineer,2,7026.30,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000124,ACB00124,389.35,2024-01-15T10:00:00,Credit,Las Vegas,ATM,36,Student,3,2177.50,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000125,ACB00125,415.19,2024-01-27T11:00:00,Debit,Los Angeles,Online,39,Student,1,2476.84,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000126,ACB00126,556.67,2024-02-15T12:00:00,Credit,Austin,Online,60,Retired,2,7967.21,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000127,ACB00127,37.21,2024-01-31T14:00:00,Debit,Atlanta,Online,44,Student,1,7102.40,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000128,ACB00128,116.81,2024-01-07T09:00:00,Debit,Baltimore,ATM,57,Retired,1,8046.62,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000129,ACB00129,492.73,2024-02-06T20:00:00,Debit,Kansas City,Branch,42,Student,1,2643.01,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000130,ACB00130,307.80,2024-01-29T15:00:00,Credit,Indianapolis,Branch,35,Engineer,2,1117.00,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000131,ACB00131,1062.30,2024-01-01T18:00:00,Debit,Phoenix,ATM,32,Student,1,2716.87,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000132,ACB00132,689.70,2024-02-15T14:00:00,Debit,Memphis,Online,46,Retired,1,3345.03,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000133,ACB00133,638.98,2024-01-14T10:00:00,Credit,Sacramento,Branch,44,Doctor,1,7457.57,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000134,ACB00134,698.06,2024-01-13T10:00:00,Debit,Denver,Branch,47,Student,2,2884.09,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000135,ACB00135,442.78,2024-01-20T18:00:00,Credit,Tucson,Branch,45,Student,1,6015.65,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000136,ACB00136,5.00,2024-02-10T09:00:00,Debit,Miami,ATM,40,Student,1,4537.44,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000137,ACB00137,385.68,2024-01-25T12:00:00,Debit,Philadelphia,Online,46,Student,1,5993.25,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000138,ACB00138,1806.68,2024-01-21T13:00:00,Debit,Las Vegas,Branch,46,Student,2,2115.31,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000139,ACB00139,119.55,2024-01-13T15:00:00,Debit,Baltimore,Online,42,Student,1,4396.67,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000140,ACB00140,189.83,2024-01-09T10:00:00,Credit,Tucson,Online,46,Engineer,1,3959.06,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000141,ACB00141,130.47,2024-01-07T09:00:00,Debit,San Antonio,Branch,40,Doctor,2,5204.48,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000142,ACB00142,507.07,2024-02-15T19:00:00,Debit,Memphis,Online,54,Retired,1,3417.87,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000143,ACB00143,366.82,2024-02-12T19:00:00,Debit,Raleigh,Online,48,Engineer,2,2751.05,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000144,ACB00144,154.78,2024-01-13T15:00:00,Debit,El Paso,Branch,39,Student,1,2961.29,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000145,ACB00145,5.00,2024-02-15T13:00:00,Debit,Portland,Online,55,Doctor,1,8663.98,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000146,ACB00146,230.99,2024-01-05T16:00:00,Debit,Houston,Branch,36,Student,1,2146.66,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000147,ACB00147,100.62,2024-01-03T18:00:00,Credit,Detroit,Branch,52,Engineer,1,8778.30,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000148,ACB00148,286.17,2024-01-20T17:00:00,Debit,Mesa,Online,52,Doctor,2,6700.85,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000149,ACB00149,262.46,2024-02-12T18:00:00,Debit,Oklahoma City,Online,48,Student,1,4872.19,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000150,ACB00150,37.67,2024-02-04T20:00:00,Debit,Albuquerque,Online,45,Student,1,2631.35,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000151,ACB00151,5.00,2024-01-18T09:00:00,Debit,Fort Worth,Branch,47,Student,1,5150.73,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000152,ACB00152,418.63,2024-01-28T16:00:00,Debit,Omaha,Online,35,Doctor,1,5822.88,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000153,ACB00153,254.26,2024-01-07T17:00:00,Credit,Fort Worth,ATM,44,Engineer,1,7827.64,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000154,ACB00154,995.15,2024-01-01T17:00:00,Debit,Denver,Branch,41,Doctor,1,5136.17,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000155,ACB00155,357.78,2024-02-12T15:00:00,Debit,Atlanta,ATM,46,Student,3,4297.74,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000156,ACB00156,206.93,2024-01-10T14:00:00,Credit,San Jose,Online,36,Student,1,3521.10,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000157,ACB00157,5.00,2024-01-02T20:00:00,Debit,Omaha,Branch,49,Doctor,1,4278.17,,BASELINE_NORMAL,overall_volume
TRANSACTIONS20000BASELINE000158,ACB00158,598.11,2024-02-01T14:00:00,Debit,Denver,Branch,60,Engineer,3,7238.29,,BASELINE_NORMAL,overall_volume
